# File: USDA_an_Stocks.csv
# Title: USDA NASS livestock animal inventories
# Units: Inventory (heads)
# Source: United States Department of Agriculture National Agriculture Statistics Service: https://quickstats.nass.usda.gov/
# Comments: Includes some missing values for states not reporting inventories
# Column types: ciccciiccccn
# ----------
Program,Year,Period,Geo Level,State,State ANSI,watershed_code,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2012,END OF DEC,STATE,RHODE ISLAND,44,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"1,823"
CENSUS,2012,END OF DEC,STATE,RHODE ISLAND,44,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"114,544"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"166,745"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"15,997"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"44,296,198"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"4,231,250"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"8,309"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"52,395"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"5,404"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,025"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"38,732"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"4,279"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"4,952"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"224,076"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"2,508"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"12,684"
CENSUS,2012,END OF DEC,STATE,SOUTH CAROLINA,45,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"6,999,565"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"2,190,861"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,610,559"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"91,831"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"57,635"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"2,450,780"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"6,452"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"68,925"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"1,615"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"9,043"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"16,545"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"3,800"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"1,667"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,191,162"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"1,360"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"257,676"
CENSUS,2012,END OF DEC,STATE,SOUTH DAKOTA,46,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"2,449,784"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"933,708"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"874,630"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"47,978"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"30,400,743"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"1,675,399"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"7,177"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"96,541"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"15,468"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,915"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"91,716"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"3,992"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"11,082"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"147,795"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"4,064"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"43,836"
CENSUS,2012,END OF DEC,STATE,TENNESSEE,47,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"3,985"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"6,395,478"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,329,341"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"434,928"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"107,351,698"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"20,902,244"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"39,881"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"395,816"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"62,517"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"12,580"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"878,914"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"27,594"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"34,201"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"800,893"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"21,742"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"623,000"
CENSUS,2012,END OF DEC,STATE,TEXAS,48,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"1,747,526"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"316,714"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"369,670"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"90,449"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"5,629"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"3,814,859"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,621"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"58,979"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,812"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,553
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"14,723"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"2,463"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,164
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"731,666"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"1,968"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"287,883"
CENSUS,2012,END OF DEC,STATE,UTAH,49,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"2,894,895"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"128,622"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"11,487"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"134,142"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"48,545"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"212,397"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,395"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"11,666"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"1,184"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,276
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"10,589"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"8,547"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,724
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,874"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"9,337"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"18,803"
CENSUS,2012,END OF DEC,STATE,VERMONT,50,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"3,790"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"880,457"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"657,320"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"94,105"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"38,386,310"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"2,897,238"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"5,943"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"86,840"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"6,931"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"2,280"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"50,831"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"6,296"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"6,046"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"239,899"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"6,241"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"84,983"
CENSUS,2012,END OF DEC,STATE,VIRGINIA,51,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"5,160,805"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"683,951"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"211,852"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"266,989"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"7,511,065"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"7,236,128"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"9,546"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"64,616"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"3,615"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,819"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"27,062"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"9,095"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"1,148"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"19,861"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"5,533"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"44,863"
CENSUS,2012,END OF DEC,STATE,WASHINGTON,53,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"5,326"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"213,415"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"191,398"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"10,095"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"14,781,332"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"1,113,238"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"2,185"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"26,467"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,850"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,627
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"18,825"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"2,599"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"2,683"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"5,873"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"2,769"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"31,630"
CENSUS,2012,END OF DEC,STATE,WEST VIRGINIA,54,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"1,817,308"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"1,975,688"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"248,305"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,270,091"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"7,818,682"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"5,413,563"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"45,615"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"103,481"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"5,745"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"5,519"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"61,111"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"44,543"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"5,762"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"311,651"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"13,091"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"80,081"
CENSUS,2012,END OF DEC,STATE,WISCONSIN,55,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"3,468,522"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"637,283"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"664,254"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"6,194"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"4,857"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"26,612"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,363"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"72,461"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,574"
CENSUS,2012,END OF DEC,STATE,WYOMING,56,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,590
