# File: Dooley_CCS_USA.csv
# Title: CO2 Storage Capacity
# Units: In columns
# Source: Dahowski, R., Dooley, J., Davidson, C., Bachu, S. & Gupta, N. Building the Cost Curves for CO2 Storage: North America. IEA Greenhouse Gas R&D Programme, Cheltenham, UK. (2005).
# Wise, M., Dooley, J., Dahowski, R. & Davidson, C. Modeling the impacts of climate policy on the deployment of carbon dioxide capture and geologic storage across electric power regions in the United States. International Journal of Greenhouse Gas Control 1, 261-270 (2007).
# Dahowski, R. T., Davidson, C. L., Li, X. C. & Wei, N. A $70/tCO2 greenhouse gas mitigation backstop for China's industrial and electric power sectors: Insights from a comprehensive CCS cost curve. International Journal of Greenhouse Gas Control 11, 73-85, doi:10.1016/j.ijggc.2012.07.024 (2012).
# Dahowski, R., Davidson, C. & Dooley, J. Comparing large scale CCS deployment potential in the USA and China: A detailed analysis based on country-specific CO2 transport & storage cost curves. Energy Procedia 4, 2732-2739, doi:DOI: 10.1016/j.egypro.2011.02.175 (2011).
# Column types: cccnn 
# ----------
Timestep,GENUNIT,state,CO2_Mt,Cost_2005USDtCO2
TS2,P0306,FL,56,3.66
TS3,P0306,FL,56,3.66
TS4,P0306,FL,56,3.66
TS5,P0306,FL,56,3.66
TS1,P0857,NY,69.8,3.66
TS2,P0857,NY,69.8,3.66
TS3,P0857,NY,69.8,3.66
TS4,P0857,NY,69.8,3.66
TS5,P0857,NY,69.8,3.66
TS2,R00674,MT,9.6,3.67
TS3,R00674,MT,9.6,3.67
TS4,R00674,MT,9.6,3.67
TS5,R00674,MT,9.6,3.67
TS1,C01983,OH,10.4,3.67
TS2,C01983,OH,10.4,3.67
TS3,C01983,OH,10.4,3.67
TS4,C01983,OH,10.4,3.67
TS5,C01983,OH,10.4,3.67
TS1,P1246,WA,176.9,3.68
TS2,P1246,WA,176.9,3.68
TS3,P1246,WA,176.9,3.68
TS4,P1246,WA,176.9,3.68
TS5,P1246,WA,176.9,3.68
TS1,P1046,TN,129.1,3.68
TS2,P1046,TN,129.1,3.68
TS3,P1046,TN,129.1,3.68
TS4,P1046,TN,129.1,3.68
TS5,P1046,TN,129.1,3.68
TS1,P1049,TN,176.9,3.68
TS2,P1049,TN,176.9,3.68
TS3,P1049,TN,176.9,3.68
TS4,P1049,TN,176.9,3.68
TS5,P1049,TN,176.9,3.68
TS1,P0426,IN,10.3,3.7
TS2,P0426,IN,10.3,3.7
TS3,P0426,IN,10.3,3.7
TS4,P0426,IN,10.3,3.7
TS5,P0426,IN,10.3,3.7
TS5,P0070,AZ,140.4,3.71
TS1,P1075,TX,7.6,3.72
TS2,P1075,TX,7.6,3.72
TS3,P1075,TX,7.6,3.72
TS4,P1075,TX,7.6,3.72
TS5,P1075,TX,7.6,3.72
TS1,P0522,LA,51.1,3.72
TS2,P0522,LA,51.1,3.72
TS3,P0522,LA,51.1,3.72
TS4,P0522,LA,51.1,3.72
TS1,P0265,FL,37.7,3.72
TS2,P0265,FL,37.7,3.72
TS3,P0265,FL,37.7,3.72
TS4,P0265,FL,37.7,3.72
TS5,P0265,FL,37.7,3.72
TS1,P0433,IN,10.2,3.73
TS2,P0433,IN,10.2,3.73
TS3,P0433,IN,10.2,3.73
TS4,P0433,IN,10.2,3.73
TS5,P0433,IN,10.2,3.73
TS2,R00673,MT,8,3.73
TS3,R00673,MT,8,3.73
TS4,R00673,MT,8,3.73
TS5,R00673,MT,8,3.73
TS2,E00228,LA,44.7,3.74
TS3,E00228,LA,44.7,3.74
TS4,E00228,LA,44.7,3.74
TS1,P0717,NC,237.2,3.74
TS2,P0717,NC,237.2,3.74
TS3,P0717,NC,237.2,3.74
TS4,P0717,NC,237.2,3.74
TS5,P0717,NC,237.2,3.74
TS1,P0240,FL,52.1,3.76
TS2,P0240,FL,52.1,3.76
TS3,P0240,FL,52.1,3.76
TS4,P0240,FL,52.1,3.76
TS5,P0240,FL,52.1,3.76
TS1,P0291,FL,44.8,3.76
TS2,P0291,FL,44.8,3.76
TS3,P0291,FL,44.8,3.76
TS4,P0291,FL,44.8,3.76
TS5,P0291,FL,44.8,3.76
TS1,P0939,OR,66.7,3.77
TS2,P0939,OR,66.7,3.77
TS3,P0939,OR,66.7,3.77
TS4,P0939,OR,66.7,3.77
TS5,P0939,OR,66.7,3.77
TS2,P0920,OK,11.3,3.77
TS3,P0920,OK,11.3,3.77
TS4,P0920,OK,11.3,3.77
TS5,P0920,OK,11.3,3.77
TS1,P0525,LA,43.9,3.78
TS2,P0525,LA,43.9,3.78
TS3,P0525,LA,43.9,3.78
TS4,P0525,LA,43.9,3.78
TS1,R00655,LA,40.2,3.78
TS2,R00655,LA,40.2,3.78
TS3,R00655,LA,40.2,3.78
TS4,R00655,LA,40.2,3.78
TS1,P1127,TX,45.6,3.78
TS2,P1127,TX,45.6,3.78
TS3,P1127,TX,45.6,3.78
TS4,P1127,TX,45.6,3.78
TS5,P1127,TX,45.6,3.78
TS1,P1036,SC,68.2,3.79
TS2,P1036,SC,68.2,3.79
TS3,P1036,SC,68.2,3.79
TS4,P1036,SC,68.2,3.79
TS5,P1036,SC,68.2,3.79
TS1,R00658,LA,39.9,3.8
TS2,R00658,LA,39.9,3.8
TS3,R00658,LA,39.9,3.8
TS4,R00658,LA,39.9,3.8
TS1,R00646,LA,43.3,3.81
TS2,R00646,LA,43.3,3.81
TS3,R00646,LA,43.3,3.81
TS4,R00646,LA,43.3,3.81
TS3,A00359,ND,7.8,3.81
TS4,A00359,ND,7.8,3.81
TS5,A00359,ND,7.8,3.81
TS1,P0633,MI,10.9,3.81
TS2,P0633,MI,10.9,3.81
TS3,P0633,MI,10.9,3.81
TS4,P0633,MI,10.9,3.81
TS5,P0633,MI,10.9,3.81
TS1,R00683,NM,10.4,3.81
TS2,R00683,NM,10.4,3.81
TS3,R00683,NM,10.4,3.81
TS4,R00683,NM,10.4,3.81
TS5,R00683,NM,10.4,3.81
TS2,G01380,LA,49,3.82
TS3,G01380,LA,49,3.82
TS4,G01380,LA,49,3.82
TS1,P0271,FL,42.1,3.82
TS2,P0271,FL,42.1,3.82
TS3,P0271,FL,42.1,3.82
TS4,P0271,FL,42.1,3.82
TS5,P0271,FL,42.1,3.82
TS1,P1268,WI,27.9,3.83
TS2,P1268,WI,27.9,3.83
TS3,P1268,WI,27.9,3.83
TS4,P1268,WI,27.9,3.83
TS5,P1268,WI,27.9,3.83
TS5,P0057,AZ,142.4,3.83
TS2,E00230,LA,39.3,3.83
TS3,E00230,LA,39.3,3.83
TS4,E00230,LA,39.3,3.83
TS2,G01389,LA,35.7,3.84
TS3,G01389,LA,35.7,3.84
TS4,G01389,LA,35.7,3.84
TS1,P1153,TX,7.3,3.84
TS2,P1153,TX,7.3,3.84
TS3,P1153,TX,7.3,3.84
TS4,P1153,TX,7.3,3.84
TS5,P1153,TX,7.3,3.84
TS4,P0146,CA,44.1,3.84
TS3,P1107,TX,29.6,3.84
TS4,P1107,TX,29.6,3.84
TS3,R00746,WY,9.4,3.85
TS4,R00746,WY,9.4,3.85
TS5,R00746,WY,9.4,3.85
TS3,R00623,CA,13.5,3.85
TS1,R00657,LA,39,3.85
TS2,R00657,LA,39,3.85
TS3,R00657,LA,39,3.85
TS4,R00657,LA,39,3.85
TS1,C02043,WY,5.2,3.86
TS1,P0207,CO,65,3.86
TS2,P0207,CO,65,3.86
TS3,P0207,CO,65,3.86
TS4,P0207,CO,65,3.86
TS5,P0207,CO,65,3.86
TS2,P0176,CA,7.8,3.87
TS1,C02023,PA,10.6,3.88
TS2,C02023,PA,10.6,3.88
TS3,C02023,PA,10.6,3.88
TS4,C02023,PA,10.6,3.88
TS5,C02023,PA,10.6,3.88
TS1,P0922,OK,38.6,3.89
TS2,P0922,OK,38.6,3.89
TS3,P0922,OK,38.6,3.89
TS4,P0922,OK,38.6,3.89
TS5,P0922,OK,38.6,3.89
TS1,P0863,NY,51.2,3.89
TS2,P0863,NY,51.2,3.89
TS3,P0863,NY,51.2,3.89
TS4,P0863,NY,51.2,3.89
TS5,P0863,NY,51.2,3.89
TS1,P0971,PA,10.6,3.89
TS2,P0971,PA,10.6,3.89
TS3,P0971,PA,10.6,3.89
TS4,P0971,PA,10.6,3.89
TS5,P0971,PA,10.6,3.89
TS2,G01386,LA,34.9,3.89
TS3,G01386,LA,34.9,3.89
TS4,G01386,LA,34.9,3.89
TS1,E00249,TX,7.1,3.9
TS2,E00249,TX,7.1,3.9
TS3,E00249,TX,7.1,3.9
TS4,E00249,TX,7.1,3.9
TS5,E00249,TX,7.1,3.9
TS1,P0821,NY,83.1,3.9
TS2,P0821,NY,83.1,3.9
TS3,P0821,NY,83.1,3.9
TS4,P0821,NY,83.1,3.9
TS5,P0821,NY,83.1,3.9
TS1,R00660,LA,34.7,3.91
TS2,R00660,LA,34.7,3.91
TS3,R00660,LA,34.7,3.91
TS4,R00660,LA,34.7,3.91
TS1,P1131,TX,7.1,3.91
TS2,P1131,TX,7.1,3.91
TS3,P1131,TX,7.1,3.91
TS4,P1131,TX,7.1,3.91
TS5,P1131,TX,7.1,3.91
TS5,P1111,TX,77.7,3.91
TS1,P0053,AR,186.3,3.92
TS2,P0053,AR,186.3,3.92
TS3,P0053,AR,186.3,3.92
TS4,P0053,AR,186.3,3.92
TS5,P0053,AR,186.3,3.92
TS1,P1047,TN,81.6,3.93
TS2,P1047,TN,81.6,3.93
TS3,P1047,TN,81.6,3.93
TS4,P1047,TN,81.6,3.93
TS5,P1047,TN,81.6,3.93
TS1,P0285,FL,29.1,3.94
TS2,P0285,FL,29.1,3.94
TS3,P0285,FL,29.1,3.94
TS4,P0285,FL,29.1,3.94
TS5,P0285,FL,29.1,3.94
TS1,P0533,LA,34.2,3.94
TS2,P0533,LA,34.2,3.94
TS3,P0533,LA,34.2,3.94
TS4,P0533,LA,34.2,3.94
TS1,E00241,LA,33.9,3.96
TS2,E00241,LA,33.9,3.96
TS3,E00241,LA,33.9,3.96
TS4,E00241,LA,33.9,3.96
TS1,P0478,KY,31.7,3.96
TS2,P0478,KY,31.7,3.96
TS3,P0478,KY,31.7,3.96
TS4,P0478,KY,31.7,3.96
TS5,P0478,KY,31.7,3.96
TS2,G01391,LA,28.2,3.97
TS3,G01391,LA,28.2,3.97
TS4,G01391,LA,28.2,3.97
TS2,R00618,CA,7.8,3.97
TS2,G01632,TX,7.2,3.97
TS3,G01632,TX,7.2,3.97
TS4,G01632,TX,7.2,3.97
TS5,G01632,TX,7.2,3.97
TS1,P0710,MS,152.6,3.98
TS2,P0710,MS,152.6,3.98
TS3,P0710,MS,152.6,3.98
TS4,P0710,MS,152.6,3.98
TS3,R00724,TX,25.2,3.98
TS4,R00724,TX,25.2,3.98
TS5,R00724,TX,25.2,3.98
TS1,P0966,PA,29.9,3.98
TS2,P0966,PA,29.9,3.98
TS3,P0966,PA,29.9,3.98
TS4,P0966,PA,29.9,3.98
TS5,P0966,PA,29.9,3.98
TS1,P0567,MD,35.6,3.99
TS2,P0567,MD,35.6,3.99
TS3,P0567,MD,35.6,3.99
TS4,P0567,MD,35.6,3.99
TS5,P0567,MD,35.6,3.99
TS1,P0519,LA,33.5,3.99
TS2,P0519,LA,33.5,3.99
TS3,P0519,LA,33.5,3.99
TS4,P0519,LA,33.5,3.99
TS1,P0485,KY,15.7,3.99
TS2,P0485,KY,15.7,3.99
TS3,P0485,KY,15.7,3.99
TS4,P0485,KY,15.7,3.99
TS5,P0485,KY,15.7,3.99
TS1,P0418,IL,7.9,4
TS2,P0418,IL,7.9,4
TS3,P0418,IL,7.9,4
TS4,P0418,IL,7.9,4
TS5,P0418,IL,7.9,4
TS1,P1048,TN,144.5,4
TS2,P1048,TN,144.5,4
TS3,P1048,TN,144.5,4
TS4,P1048,TN,144.5,4
TS5,P1048,TN,144.5,4
TS1,P0622,MI,9.3,4.01
TS2,P0622,MI,9.3,4.01
TS3,P0622,MI,9.3,4.01
TS4,P0622,MI,9.3,4.01
TS5,P0622,MI,9.3,4.01
TS1,P1188,TX,26.4,4.01
TS2,P1188,TX,26.4,4.01
TS3,P1188,TX,26.4,4.01
TS4,P1188,TX,26.4,4.01
TS1,P0729,NC,217.7,4.01
TS2,P0729,NC,217.7,4.01
TS3,P0729,NC,217.7,4.01
TS4,P0729,NC,217.7,4.01
TS5,P0729,NC,217.7,4.01
TS1,P0787,NJ,51.4,4.01
TS2,P0787,NJ,51.4,4.01
TS3,P0787,NJ,51.4,4.01
TS4,P0787,NJ,51.4,4.01
TS5,P0787,NJ,51.4,4.01
TS2,G01358,LA,27.7,4.01
TS3,G01358,LA,27.7,4.01
TS4,G01358,LA,27.7,4.01
TS1,C02063,OH,7.9,4.01
TS2,C02063,OH,7.9,4.01
TS3,C02063,OH,7.9,4.01
TS4,C02063,OH,7.9,4.01
TS5,C02063,OH,7.9,4.01
TS1,P1052,TN,65.2,4.02
TS2,P1052,TN,65.2,4.02
TS3,P1052,TN,65.2,4.02
TS4,P1052,TN,65.2,4.02
TS5,P1052,TN,65.2,4.02
TS1,P0634,MI,9.3,4.02
TS2,P0634,MI,9.3,4.02
TS3,P0634,MI,9.3,4.02
TS4,P0634,MI,9.3,4.02
TS5,P0634,MI,9.3,4.02
TS1,P0290,FL,28.2,4.02
TS2,P0290,FL,28.2,4.02
TS3,P0290,FL,28.2,4.02
TS4,P0290,FL,28.2,4.02
TS5,P0290,FL,28.2,4.02
TS2,G01379,LA,36.4,4.03
TS3,G01379,LA,36.4,4.03
TS4,G01379,LA,36.4,4.03
TS2,P0133,CA,24.5,4.03
TS3,P0133,CA,24.5,4.03
TS1,R00656,LA,33,4.04
TS2,R00656,LA,33,4.04
TS3,R00656,LA,33,4.04
TS4,R00656,LA,33,4.04
TS1,P0459,IN,9.2,4.04
TS2,P0459,IN,9.2,4.04
TS3,P0459,IN,9.2,4.04
TS4,P0459,IN,9.2,4.04
TS5,P0459,IN,9.2,4.04
TS1,P1122,TX,20.8,4.04
TS2,P1122,TX,20.8,4.04
TS3,P1122,TX,20.8,4.04
TS4,P1122,TX,20.8,4.04
TS5,P1122,TX,20.8,4.04
TS1,P1058,TX,6.9,4.04
TS2,P1058,TX,6.9,4.04
TS3,P1058,TX,6.9,4.04
TS4,P1058,TX,6.9,4.04
TS5,P1058,TX,6.9,4.04
TS1,P0249,FL,26.6,4.04
TS2,P0249,FL,26.6,4.04
TS3,P0249,FL,26.6,4.04
TS4,P0249,FL,26.6,4.04
TS5,P0249,FL,26.6,4.04
TS1,R00627,DE,26.4,4.04
TS2,R00627,DE,26.4,4.04
TS3,R00627,DE,26.4,4.04
TS4,R00627,DE,26.4,4.04
TS5,R00627,DE,26.4,4.04
TS2,P1198,UT,8.8,4.05
TS3,P1198,UT,8.8,4.05
TS4,P1198,UT,8.8,4.05
TS5,P1198,UT,8.8,4.05
TS4,P0186,CA,19,4.06
TS1,P0701,MS,80,4.06
TS2,P0701,MS,80,4.06
TS3,P0701,MS,80,4.06
TS4,P0701,MS,80,4.06
TS5,R00654,LA,83.7,4.07
TS1,P1059,TX,6.8,4.07
TS2,P1059,TX,6.8,4.07
TS3,P1059,TX,6.8,4.07
TS4,P1059,TX,6.8,4.07
TS5,P1059,TX,6.8,4.07
TS1,P0900,OH,7.8,4.07
TS2,P0900,OH,7.8,4.07
TS3,P0900,OH,7.8,4.07
TS4,P0900,OH,7.8,4.07
TS5,P0900,OH,7.8,4.07
TS1,P1236,VA,44.6,4.08
TS2,P1236,VA,44.6,4.08
TS3,P1236,VA,44.6,4.08
TS4,P1236,VA,44.6,4.08
TS5,P1236,VA,44.6,4.08
TS1,P1166,TX,7.7,4.08
TS2,P1166,TX,7.7,4.08
TS3,P1166,TX,7.7,4.08
TS4,P1166,TX,7.7,4.08
TS5,P1166,TX,7.7,4.08
TS2,P0712,MT,7.2,4.08
TS3,P0712,MT,7.2,4.08
TS4,P0712,MT,7.2,4.08
TS5,P0712,MT,7.2,4.08
TS2,P0135,CA,9,4.08
TS3,P1104,TX,32.4,4.09
TS4,P1104,TX,32.4,4.09
TS1,P0914,OK,45.7,4.1
TS2,P0914,OK,45.7,4.1
TS3,P0914,OK,45.7,4.1
TS4,P0914,OK,45.7,4.1
TS5,P0914,OK,45.7,4.1
TS2,P1124,TX,23.5,4.1
TS3,P1124,TX,23.5,4.1
TS2,C01996,OK,9.4,4.11
TS3,C01996,OK,9.4,4.11
TS4,C01996,OK,9.4,4.11
TS5,C01996,OK,9.4,4.11
TS1,P0255,FL,19.2,4.11
TS2,P0255,FL,19.2,4.11
TS3,P0255,FL,19.2,4.11
TS4,P0255,FL,19.2,4.11
TS5,P0255,FL,19.2,4.11
TS3,A00351,TX,7.3,4.12
TS1,R00698,PA,31.2,4.13
TS2,R00698,PA,31.2,4.13
TS3,R00698,PA,31.2,4.13
TS4,R00698,PA,31.2,4.13
TS5,R00698,PA,31.2,4.13
TS2,G01678,TX,6.7,4.14
TS3,G01678,TX,6.7,4.14
TS4,G01678,TX,6.7,4.14
TS5,G01678,TX,6.7,4.14
TS1,P0294,FL,24.4,4.16
TS2,P0294,FL,24.4,4.16
TS3,P0294,FL,24.4,4.16
TS4,P0294,FL,24.4,4.16
TS5,P0294,FL,24.4,4.16
TS1,C02019,OH,7.5,4.16
TS2,C02019,OH,7.5,4.16
TS3,C02019,OH,7.5,4.16
TS4,C02019,OH,7.5,4.16
TS5,C02019,OH,7.5,4.16
TS1,EL0008,IA,2.5,4.17
TS2,P0029,AL,374.1,4.18
TS3,P0029,AL,374.1,4.18
TS4,P0029,AL,374.1,4.18
TS5,P0029,AL,374.1,4.18
TS1,P0284,FL,16,4.19
TS2,P0284,FL,16,4.19
TS3,P0284,FL,16,4.19
TS4,P0284,FL,16,4.19
TS5,P0284,FL,16,4.19
TS1,P0956,PA,18.8,4.19
TS2,P0956,PA,18.8,4.19
TS3,P0956,PA,18.8,4.19
TS4,P0956,PA,18.8,4.19
TS5,P0956,PA,18.8,4.19
TS1,P0611,MI,7.5,4.19
TS2,P0611,MI,7.5,4.19
TS3,P0611,MI,7.5,4.19
TS4,P0611,MI,7.5,4.19
TS5,P0611,MI,7.5,4.19
TS2,G01794,WY,12.4,4.2
TS3,G01794,WY,12.4,4.2
TS4,G01794,WY,12.4,4.2
TS5,G01794,WY,12.4,4.2
TS2,G01336,KS,15.3,4.2
TS3,G01336,KS,15.3,4.2
TS4,G01336,KS,15.3,4.2
TS5,G01336,KS,15.3,4.2
TS1,P0236,DE,29,4.2
TS2,P0236,DE,29,4.2
TS3,P0236,DE,29,4.2
TS4,P0236,DE,29,4.2
TS5,P0236,DE,29,4.2
TS2,R00609,CA,26.8,4.2
TS3,R00609,CA,26.8,4.2
TS3,R00719,TX,21.7,4.21
TS4,R00719,TX,21.7,4.21
TS5,R00719,TX,21.7,4.21
TS1,C02040,PA,8.7,4.21
TS2,C02040,PA,8.7,4.21
TS3,C02040,PA,8.7,4.21
TS4,C02040,PA,8.7,4.21
TS5,C02040,PA,8.7,4.21
TS3,P1313,WY,6.9,4.22
TS4,P1313,WY,6.9,4.22
TS5,P1313,WY,6.9,4.22
TS1,P0926,OK,16,4.22
TS2,P0926,OK,16,4.22
TS3,P0926,OK,16,4.22
TS4,P0926,OK,16,4.22
TS5,P0926,OK,16,4.22
TS2,P0012,AL,208.5,4.22
TS3,P0012,AL,208.5,4.22
TS4,P0012,AL,208.5,4.22
TS5,P0012,AL,208.5,4.22
TS1,P1275,WI,9.2,4.23
TS2,P1275,WI,9.2,4.23
TS3,P1275,WI,9.2,4.23
TS4,P1275,WI,9.2,4.23
TS5,P1275,WI,9.2,4.23
TS1,P1016,SC,39.5,4.23
TS2,P1016,SC,39.5,4.23
TS3,P1016,SC,39.5,4.23
TS4,P1016,SC,39.5,4.23
TS5,P1016,SC,39.5,4.23
TS3,H00216,CA,6.6,4.23
TS1,P0516,LA,25.5,4.24
TS2,P0516,LA,25.5,4.24
TS3,P0516,LA,25.5,4.24
TS4,P0516,LA,25.5,4.24
TS1,E00221,LA,22.3,4.24
TS2,E00221,LA,22.3,4.24
TS3,E00221,LA,22.3,4.24
TS4,E00221,LA,22.3,4.24
TS3,P1150,TX,22.3,4.25
TS2,R00611,CA,22.5,4.25
TS3,R00611,CA,22.5,4.25
TS2,P0208,CO,40.4,4.25
TS3,P0208,CO,40.4,4.25
TS4,P0208,CO,40.4,4.25
TS5,P0208,CO,40.4,4.25
TS1,P0602,MI,7.3,4.26
TS2,P0602,MI,7.3,4.26
TS3,P0602,MI,7.3,4.26
TS4,P0602,MI,7.3,4.26
TS5,P0602,MI,7.3,4.26
TS1,P0785,NJ,28.2,4.27
TS2,P0785,NJ,28.2,4.27
TS3,P0785,NJ,28.2,4.27
TS4,P0785,NJ,28.2,4.27
TS5,P0785,NJ,28.2,4.27
TS1,P0496,KY,7.3,4.27
TS2,P0496,KY,7.3,4.27
TS3,P0496,KY,7.3,4.27
TS4,P0496,KY,7.3,4.27
TS5,P0496,KY,7.3,4.27
TS2,R00690,OK,7.8,4.29
TS3,R00690,OK,7.8,4.29
TS4,R00690,OK,7.8,4.29
TS5,R00690,OK,7.8,4.29
TS1,C02067,KY,8.5,4.29
TS2,C02067,KY,8.5,4.29
TS3,C02067,KY,8.5,4.29
TS4,C02067,KY,8.5,4.29
TS5,C02067,KY,8.5,4.29
TS2,EL0046,IL,7.3,4.29
TS3,EL0046,IL,7.3,4.29
TS4,EL0046,IL,7.3,4.29
TS5,EL0046,IL,7.3,4.29
TS1,C01979,MO,10.4,4.29
TS2,C01979,MO,10.4,4.29
TS3,C01979,MO,10.4,4.29
TS4,C01979,MO,10.4,4.29
TS5,C01979,MO,10.4,4.29
TS1,P0521,LA,22,4.29
TS2,P0521,LA,22,4.29
TS3,P0521,LA,22,4.29
TS4,P0521,LA,22,4.29
TS1,P0727,NC,52.6,4.29
TS2,P0727,NC,52.6,4.29
TS3,P0727,NC,52.6,4.29
TS4,P0727,NC,52.6,4.29
TS5,P0727,NC,52.6,4.29
TS1,C01959,AR,14.5,4.29
TS2,C01959,AR,14.5,4.29
TS3,C01959,AR,14.5,4.29
TS4,C01959,AR,14.5,4.29
TS5,C01959,AR,14.5,4.29
TS1,P0614,MI,7.2,4.3
TS2,P0614,MI,7.2,4.3
TS3,P0614,MI,7.2,4.3
TS4,P0614,MI,7.2,4.3
TS5,P0614,MI,7.2,4.3
TS1,P0253,FL,107.1,4.31
TS2,P0253,FL,107.1,4.31
TS3,P0253,FL,107.1,4.31
TS4,P0253,FL,107.1,4.31
TS5,P0253,FL,107.1,4.31
TS2,P0136,CA,6.7,4.32
TS2,P0923,OK,22.6,4.32
TS3,P0923,OK,22.6,4.32
TS4,P0923,OK,22.6,4.32
TS5,P0923,OK,22.6,4.32
TS1,P1183,TX,6.4,4.32
TS2,P1183,TX,6.4,4.32
TS3,P1183,TX,6.4,4.32
TS4,P1183,TX,6.4,4.32
TS5,P1183,TX,6.4,4.32
TS1,R00696,PA,30.3,4.32
TS2,R00696,PA,30.3,4.32
TS3,R00696,PA,30.3,4.32
TS4,R00696,PA,30.3,4.32
TS5,R00696,PA,30.3,4.32
TS2,P0107,CA,6.5,4.33
TS1,C02048,FL,13.9,4.33
TS2,C02048,FL,13.9,4.33
TS3,C02048,FL,13.9,4.33
TS4,C02048,FL,13.9,4.33
TS5,C02048,FL,13.9,4.33
TS1,P0201,CO,31.4,4.33
TS2,P0201,CO,31.4,4.33
TS3,P0201,CO,31.4,4.33
TS4,P0201,CO,31.4,4.33
TS5,P0201,CO,31.4,4.33
TS3,P1179,TX,21.6,4.33
TS3,R00607,CA,39,4.33
TS1,P0198,CO,90.9,4.34
TS2,P0198,CO,90.9,4.34
TS3,P0198,CO,90.9,4.34
TS4,P0198,CO,90.9,4.34
TS5,P0198,CO,90.9,4.34
TS1,C02035,IL,7.1,4.35
TS2,C02035,IL,7.1,4.35
TS3,C02035,IL,7.1,4.35
TS4,C02035,IL,7.1,4.35
TS5,C02035,IL,7.1,4.35
TS3,P1136,TX,74.3,4.35
TS4,P1136,TX,74.3,4.35
TS5,P1136,TX,74.3,4.35
TS1,EL0006,GA,4.6,4.36
TS1,P0287,FL,16.4,4.36
TS2,P0287,FL,16.4,4.36
TS3,P0287,FL,16.4,4.36
TS4,P0287,FL,16.4,4.36
TS5,P0287,FL,16.4,4.36
TS1,P0638,MI,8.3,4.37
TS2,P0638,MI,8.3,4.37
TS3,P0638,MI,8.3,4.37
TS4,P0638,MI,8.3,4.37
TS5,P0638,MI,8.3,4.37
TS2,G01700,TX,7.8,4.37
TS3,G01700,TX,7.8,4.37
TS4,G01700,TX,7.8,4.37
TS5,G01700,TX,7.8,4.37
TS1,P0506,LA,21.3,4.38
TS2,P0506,LA,21.3,4.38
TS3,P0506,LA,21.3,4.38
TS3,P1064,TX,20.6,4.39
TS4,P1064,TX,20.6,4.39
TS5,P1064,TX,20.6,4.39
TS1,P1043,TN,92.1,4.4
TS2,P1043,TN,92.1,4.4
TS3,P1043,TN,92.1,4.4
TS4,P1043,TN,92.1,4.4
TS5,P1043,TN,92.1,4.4
TS2,G01334,KS,11.9,4.4
TS3,G01334,KS,11.9,4.4
TS4,G01334,KS,11.9,4.4
TS5,G01334,KS,11.9,4.4
TS1,P1021,SC,51.6,4.4
TS2,P1021,SC,51.6,4.4
TS3,P1021,SC,51.6,4.4
TS4,P1021,SC,51.6,4.4
TS5,P1021,SC,51.6,4.4
TS1,P0517,LA,21.1,4.41
TS2,P0517,LA,21.1,4.41
TS3,P0517,LA,21.1,4.41
TS1,P0448,IN,7,4.41
TS2,P0448,IN,7,4.41
TS3,P0448,IN,7,4.41
TS4,P0448,IN,7,4.41
TS5,P0448,IN,7,4.41
TS1,C02062,FL,14.8,4.41
TS2,C02062,FL,14.8,4.41
TS3,C02062,FL,14.8,4.41
TS4,C02062,FL,14.8,4.41
TS5,C02062,FL,14.8,4.41
TS1,P1154,TX,6.2,4.41
TS2,P1154,TX,6.2,4.41
TS3,P1154,TX,6.2,4.41
TS4,P1154,TX,6.2,4.41
TS5,P1154,TX,6.2,4.41
TS2,P0106,CA,11.8,4.42
TS3,P1134,TX,16,4.42
TS2,G009-M,MI,9.1,4.43
TS3,G009-M,MI,9.1,4.43
TS4,G009-M,MI,9.1,4.43
TS5,G009-M,MI,9.1,4.43
TS2,P0212,CO,23.9,4.43
TS3,P0212,CO,23.9,4.43
TS4,P0212,CO,23.9,4.43
TS5,P0212,CO,23.9,4.43
TS1,P1118,TX,7.4,4.44
TS2,P1118,TX,7.4,4.44
TS3,P1118,TX,7.4,4.44
TS4,P1118,TX,7.4,4.44
TS5,P1118,TX,7.4,4.44
TS2,G01418,LA,20.9,4.44
TS3,G01418,LA,20.9,4.44
TS4,G01418,LA,20.9,4.44
TS1,P0978,PA,6.9,4.44
TS2,P0978,PA,6.9,4.44
TS3,P0978,PA,6.9,4.44
TS4,P0978,PA,6.9,4.44
TS5,P0978,PA,6.9,4.44
TS2,P0077,CA,6.3,4.44
TS5,P0710,MS,152.6,4.44
TS1,P1114,TX,6.1,4.45
TS2,P1114,TX,6.1,4.45
TS3,P1114,TX,6.1,4.45
TS4,P1114,TX,6.1,4.45
TS5,P1114,TX,6.1,4.45
TS1,C01981,IL,6.9,4.46
TS2,C01981,IL,6.9,4.46
TS3,C01981,IL,6.9,4.46
TS4,C01981,IL,6.9,4.46
TS5,C01981,IL,6.9,4.46
TS1,P0500,LA,17.8,4.46
TS2,P0500,LA,17.8,4.46
TS3,P0500,LA,17.8,4.46
TS4,P0500,LA,17.8,4.46
TS1,P0507,LA,15.7,4.46
TS2,P0507,LA,15.7,4.46
TS3,P0507,LA,15.7,4.46
TS4,P0507,LA,15.7,4.46
TS5,P0507,LA,15.7,4.46
TS3,G01664,TX,5.9,4.46
TS1,P0015,AL,73.1,4.46
