# File: A23.elecS_tech_mapping_cool.csv
# Title: Multiple Load Segments to Single Electricity Sector / Cooling Technology Mapping
# Units: NA
# Comments: Mapping file between single electricity sector and multiple load segments electricity sector technologies
# Column types: cccccccccc
# ----------
Electric.sector,subsector,Electric.sector.technology,supplysector,subsector_1,technology,to.technology,plant_type,cooling_system,water_type
peak generation,coal,coal_peak_IGCC,electricity,coal,coal (IGCC),coal (IGCC) (once through),IGCC,once through,fresh
peak generation,coal,coal_peak_IGCC,electricity,coal,coal (IGCC),coal (IGCC) (seawater),IGCC,once through,seawater
peak generation,coal,coal_peak_IGCC,electricity,coal,coal (IGCC),coal (IGCC) (recirculating),IGCC,recirculating,fresh
peak generation,coal,coal_peak_IGCC,electricity,coal,coal (IGCC),coal (IGCC) (dry cooling),IGCC,dry cooling,fresh
base load generation,coal,coal_base_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),IGCC (CCS),once through,fresh
base load generation,coal,coal_base_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),IGCC (CCS),once through,seawater
base load generation,coal,coal_base_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),IGCC (CCS),recirculating,fresh
base load generation,coal,coal_base_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),IGCC (CCS),dry cooling,fresh
intermediate generation,coal,coal_int_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),IGCC (CCS),once through,fresh
intermediate generation,coal,coal_int_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),IGCC (CCS),once through,seawater
intermediate generation,coal,coal_int_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),IGCC (CCS),recirculating,fresh
intermediate generation,coal,coal_int_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),IGCC (CCS),dry cooling,fresh
subpeak generation,coal,coal_subpeak_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),IGCC (CCS),once through,fresh
subpeak generation,coal,coal_subpeak_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),IGCC (CCS),once through,seawater
subpeak generation,coal,coal_subpeak_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),IGCC (CCS),recirculating,fresh
subpeak generation,coal,coal_subpeak_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),IGCC (CCS),dry cooling,fresh
peak generation,coal,coal_peak_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),IGCC (CCS),once through,fresh
peak generation,coal,coal_peak_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),IGCC (CCS),once through,seawater
peak generation,coal,coal_peak_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),IGCC (CCS),recirculating,fresh
peak generation,coal,coal_peak_IGCC_CCS,electricity,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),IGCC (CCS),dry cooling,fresh
base load generation,gas,gas_base_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (once through),fossil non-coal,once through,fresh
base load generation,gas,gas_base_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (seawater),fossil non-coal,once through,seawater
base load generation,gas,gas_base_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (recirculating),fossil non-coal,recirculating,fresh
base load generation,gas,gas_base_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (cooling pond),fossil non-coal,cooling pond,fresh
base load generation,gas,gas_base_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (dry cooling),fossil non-coal,dry cooling,fresh
intermediate generation,gas,gas_int_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (once through),fossil non-coal,once through,fresh
intermediate generation,gas,gas_int_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (seawater),fossil non-coal,once through,seawater
intermediate generation,gas,gas_int_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (recirculating),fossil non-coal,recirculating,fresh
intermediate generation,gas,gas_int_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (cooling pond),fossil non-coal,cooling pond,fresh
intermediate generation,gas,gas_int_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (dry cooling),fossil non-coal,dry cooling,fresh
subpeak generation,gas,gas_subpeak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (once through),fossil non-coal,once through,fresh
subpeak generation,gas,gas_subpeak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (seawater),fossil non-coal,once through,seawater
subpeak generation,gas,gas_subpeak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (recirculating),fossil non-coal,recirculating,fresh
subpeak generation,gas,gas_subpeak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (cooling pond),fossil non-coal,cooling pond,fresh
subpeak generation,gas,gas_subpeak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (dry cooling),fossil non-coal,dry cooling,fresh
peak generation,gas,gas_peak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (once through),fossil non-coal,once through,fresh
peak generation,gas,gas_peak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (seawater),fossil non-coal,once through,seawater
peak generation,gas,gas_peak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (recirculating),fossil non-coal,recirculating,fresh
peak generation,gas,gas_peak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (cooling pond),fossil non-coal,cooling pond,fresh
peak generation,gas,gas_peak_steam/CT,electricity,gas,gas (steam/CT),gas (steam/CT) (dry cooling),fossil non-coal,dry cooling,fresh
base load generation,gas,gas_base_CC,electricity,gas,gas (CC),gas (CC) (once through),combined cycle,once through,fresh
base load generation,gas,gas_base_CC,electricity,gas,gas (CC),gas (CC) (seawater),combined cycle,once through,seawater
base load generation,gas,gas_base_CC,electricity,gas,gas (CC),gas (CC) (recirculating),combined cycle,recirculating,fresh
base load generation,gas,gas_base_CC,electricity,gas,gas (CC),gas (CC) (cooling pond),combined cycle,cooling pond,fresh
base load generation,gas,gas_base_CC,electricity,gas,gas (CC),gas (CC) (dry cooling),combined cycle,dry cooling,fresh
intermediate generation,gas,gas_int_CC,electricity,gas,gas (CC),gas (CC) (once through),combined cycle,once through,fresh
intermediate generation,gas,gas_int_CC,electricity,gas,gas (CC),gas (CC) (seawater),combined cycle,once through,seawater
intermediate generation,gas,gas_int_CC,electricity,gas,gas (CC),gas (CC) (recirculating),combined cycle,recirculating,fresh
intermediate generation,gas,gas_int_CC,electricity,gas,gas (CC),gas (CC) (cooling pond),combined cycle,cooling pond,fresh
intermediate generation,gas,gas_int_CC,electricity,gas,gas (CC),gas (CC) (dry cooling),combined cycle,dry cooling,fresh
subpeak generation,gas,gas_subpeak_CC,electricity,gas,gas (CC),gas (CC) (once through),combined cycle,once through,fresh
subpeak generation,gas,gas_subpeak_CC,electricity,gas,gas (CC),gas (CC) (seawater),combined cycle,once through,seawater
subpeak generation,gas,gas_subpeak_CC,electricity,gas,gas (CC),gas (CC) (recirculating),combined cycle,recirculating,fresh
subpeak generation,gas,gas_subpeak_CC,electricity,gas,gas (CC),gas (CC) (cooling pond),combined cycle,cooling pond,fresh
subpeak generation,gas,gas_subpeak_CC,electricity,gas,gas (CC),gas (CC) (dry cooling),combined cycle,dry cooling,fresh
peak generation,gas,gas_peak_CC,electricity,gas,gas (CC),gas (CC) (once through),combined cycle,once through,fresh
peak generation,gas,gas_peak_CC,electricity,gas,gas (CC),gas (CC) (seawater),combined cycle,once through,seawater
peak generation,gas,gas_peak_CC,electricity,gas,gas (CC),gas (CC) (recirculating),combined cycle,recirculating,fresh
peak generation,gas,gas_peak_CC,electricity,gas,gas (CC),gas (CC) (cooling pond),combined cycle,cooling pond,fresh
peak generation,gas,gas_peak_CC,electricity,gas,gas (CC),gas (CC) (dry cooling),combined cycle,dry cooling,fresh
base load generation,gas,gas_base_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (once through),combined cycle (CCS),once through,fresh
base load generation,gas,gas_base_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (seawater),combined cycle (CCS),once through,seawater
base load generation,gas,gas_base_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (recirculating),combined cycle (CCS),recirculating,fresh
base load generation,gas,gas_base_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (dry cooling),combined cycle (CCS),dry cooling,fresh
intermediate generation,gas,gas_int_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (once through),combined cycle (CCS),once through,fresh
intermediate generation,gas,gas_int_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (seawater),combined cycle (CCS),once through,seawater
intermediate generation,gas,gas_int_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (recirculating),combined cycle (CCS),recirculating,fresh
intermediate generation,gas,gas_int_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (dry cooling),combined cycle (CCS),dry cooling,fresh
subpeak generation,gas,gas_subpeak_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (once through),combined cycle (CCS),once through,fresh
subpeak generation,gas,gas_subpeak_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (seawater),combined cycle (CCS),once through,seawater
subpeak generation,gas,gas_subpeak_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (recirculating),combined cycle (CCS),recirculating,fresh
subpeak generation,gas,gas_subpeak_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (dry cooling),combined cycle (CCS),dry cooling,fresh
peak generation,gas,gas_peak_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (once through),combined cycle (CCS),once through,fresh
peak generation,gas,gas_peak_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (seawater),combined cycle (CCS),once through,seawater
peak generation,gas,gas_peak_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (recirculating),combined cycle (CCS),recirculating,fresh
peak generation,gas,gas_peak_CC_CCS,electricity,gas,gas (CC CCS),gas (CC CCS) (dry cooling),combined cycle (CCS),dry cooling,fresh
base load generation,refined liquids,refined liquids_base_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (once through),fossil non-coal,once through,fresh
base load generation,refined liquids,refined liquids_base_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (seawater),fossil non-coal,once through,seawater
base load generation,refined liquids,refined liquids_base_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),fossil non-coal,recirculating,fresh
base load generation,refined liquids,refined liquids_base_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (cooling pond),fossil non-coal,cooling pond,fresh
base load generation,refined liquids,refined liquids_base_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),fossil non-coal,dry cooling,fresh
intermediate generation,refined liquids,refined liquids_int_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (once through),fossil non-coal,once through,fresh
intermediate generation,refined liquids,refined liquids_int_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (seawater),fossil non-coal,once through,seawater
intermediate generation,refined liquids,refined liquids_int_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),fossil non-coal,recirculating,fresh
intermediate generation,refined liquids,refined liquids_int_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (cooling pond),fossil non-coal,cooling pond,fresh
intermediate generation,refined liquids,refined liquids_int_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),fossil non-coal,dry cooling,fresh
subpeak generation,refined liquids,refined liquids_subpeak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (once through),fossil non-coal,once through,fresh
subpeak generation,refined liquids,refined liquids_subpeak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (seawater),fossil non-coal,once through,seawater
subpeak generation,refined liquids,refined liquids_subpeak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),fossil non-coal,recirculating,fresh
subpeak generation,refined liquids,refined liquids_subpeak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (cooling pond),fossil non-coal,cooling pond,fresh
subpeak generation,refined liquids,refined liquids_subpeak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),fossil non-coal,dry cooling,fresh
peak generation,refined liquids,refined liquids_peak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (once through),fossil non-coal,once through,fresh
peak generation,refined liquids,refined liquids_peak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (seawater),fossil non-coal,once through,seawater
peak generation,refined liquids,refined liquids_peak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),fossil non-coal,recirculating,fresh
peak generation,refined liquids,refined liquids_peak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (cooling pond),fossil non-coal,cooling pond,fresh
peak generation,refined liquids,refined liquids_peak_steam/CT,electricity,refined liquids,refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),fossil non-coal,dry cooling,fresh
base load generation,refined liquids,refined liquids_base_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (once through),combined cycle,once through,fresh
base load generation,refined liquids,refined liquids_base_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (seawater),combined cycle,once through,seawater
base load generation,refined liquids,refined liquids_base_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (recirculating),combined cycle,recirculating,fresh
base load generation,refined liquids,refined liquids_base_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (dry cooling),combined cycle,dry cooling,fresh
intermediate generation,refined liquids,refined liquids_int_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (once through),combined cycle,once through,fresh
intermediate generation,refined liquids,refined liquids_int_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (seawater),combined cycle,once through,seawater
intermediate generation,refined liquids,refined liquids_int_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (recirculating),combined cycle,recirculating,fresh
intermediate generation,refined liquids,refined liquids_int_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (dry cooling),combined cycle,dry cooling,fresh
subpeak generation,refined liquids,refined liquids_subpeak_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (once through),combined cycle,once through,fresh
subpeak generation,refined liquids,refined liquids_subpeak_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (seawater),combined cycle,once through,seawater
subpeak generation,refined liquids,refined liquids_subpeak_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (recirculating),combined cycle,recirculating,fresh
subpeak generation,refined liquids,refined liquids_subpeak_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (dry cooling),combined cycle,dry cooling,fresh
peak generation,refined liquids,refined liquids_peak_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (once through),combined cycle,once through,fresh
peak generation,refined liquids,refined liquids_peak_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (seawater),combined cycle,once through,seawater
peak generation,refined liquids,refined liquids_peak_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (recirculating),combined cycle,recirculating,fresh
peak generation,refined liquids,refined liquids_peak_CC,electricity,refined liquids,refined liquids (CC),refined liquids (CC) (dry cooling),combined cycle,dry cooling,fresh
base load generation,refined liquids,refined liquids_base_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (once through),combined cycle (CCS),once through,fresh
base load generation,refined liquids,refined liquids_base_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (seawater),combined cycle (CCS),once through,seawater
base load generation,refined liquids,refined liquids_base_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (recirculating),combined cycle (CCS),recirculating,fresh
base load generation,refined liquids,refined liquids_base_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (dry cooling),combined cycle (CCS),dry cooling,fresh
intermediate generation,refined liquids,refined liquids_int_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (once through),combined cycle (CCS),once through,fresh
intermediate generation,refined liquids,refined liquids_int_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (seawater),combined cycle (CCS),once through,seawater
intermediate generation,refined liquids,refined liquids_int_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (recirculating),combined cycle (CCS),recirculating,fresh
intermediate generation,refined liquids,refined liquids_int_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (dry cooling),combined cycle (CCS),dry cooling,fresh
subpeak generation,refined liquids,refined liquids_subpeak_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (once through),combined cycle (CCS),once through,fresh
subpeak generation,refined liquids,refined liquids_subpeak_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (seawater),combined cycle (CCS),once through,seawater
subpeak generation,refined liquids,refined liquids_subpeak_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (recirculating),combined cycle (CCS),recirculating,fresh
subpeak generation,refined liquids,refined liquids_subpeak_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (dry cooling),combined cycle (CCS),dry cooling,fresh
peak generation,refined liquids,refined liquids_peak_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (once through),combined cycle (CCS),once through,fresh
peak generation,refined liquids,refined liquids_peak_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (seawater),combined cycle (CCS),once through,seawater
peak generation,refined liquids,refined liquids_peak_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (recirculating),combined cycle (CCS),recirculating,fresh
peak generation,refined liquids,refined liquids_peak_CC_CCS,electricity,refined liquids,refined liquids (CC CCS),refined liquids (CC CCS) (dry cooling),combined cycle (CCS),dry cooling,fresh
base load generation,biomass,biomass_base_conv,electricity,biomass,biomass (conv),biomass (conv) (once through),fossil non-coal,once through,fresh
base load generation,biomass,biomass_base_conv,electricity,biomass,biomass (conv),biomass (conv) (seawater),fossil non-coal,once through,seawater
base load generation,biomass,biomass_base_conv,electricity,biomass,biomass (conv),biomass (conv) (recirculating),fossil non-coal,recirculating,fresh
base load generation,biomass,biomass_base_conv,electricity,biomass,biomass (conv),biomass (conv) (cooling pond),fossil non-coal,cooling pond,fresh
base load generation,biomass,biomass_base_conv,electricity,biomass,biomass (conv),biomass (conv) (dry cooling),fossil non-coal,dry cooling,fresh
intermediate generation,biomass,biomass_int_conv,electricity,biomass,biomass (conv),biomass (conv) (once through),fossil non-coal,once through,fresh
intermediate generation,biomass,biomass_int_conv,electricity,biomass,biomass (conv),biomass (conv) (seawater),fossil non-coal,once through,seawater
intermediate generation,biomass,biomass_int_conv,electricity,biomass,biomass (conv),biomass (conv) (recirculating),fossil non-coal,recirculating,fresh
intermediate generation,biomass,biomass_int_conv,electricity,biomass,biomass (conv),biomass (conv) (cooling pond),fossil non-coal,cooling pond,fresh
intermediate generation,biomass,biomass_int_conv,electricity,biomass,biomass (conv),biomass (conv) (dry cooling),fossil non-coal,dry cooling,fresh
subpeak generation,biomass,biomass_subpeak_conv,electricity,biomass,biomass (conv),biomass (conv) (once through),fossil non-coal,once through,fresh
subpeak generation,biomass,biomass_subpeak_conv,electricity,biomass,biomass (conv),biomass (conv) (seawater),fossil non-coal,once through,seawater
subpeak generation,biomass,biomass_subpeak_conv,electricity,biomass,biomass (conv),biomass (conv) (recirculating),fossil non-coal,recirculating,fresh
subpeak generation,biomass,biomass_subpeak_conv,electricity,biomass,biomass (conv),biomass (conv) (cooling pond),fossil non-coal,cooling pond,fresh
subpeak generation,biomass,biomass_subpeak_conv,electricity,biomass,biomass (conv),biomass (conv) (dry cooling),fossil non-coal,dry cooling,fresh
peak generation,biomass,biomass_peak_conv,electricity,biomass,biomass (conv),biomass (conv) (once through),fossil non-coal,once through,fresh
peak generation,biomass,biomass_peak_conv,electricity,biomass,biomass (conv),biomass (conv) (seawater),fossil non-coal,once through,seawater
peak generation,biomass,biomass_peak_conv,electricity,biomass,biomass (conv),biomass (conv) (recirculating),fossil non-coal,recirculating,fresh
peak generation,biomass,biomass_peak_conv,electricity,biomass,biomass (conv),biomass (conv) (cooling pond),fossil non-coal,cooling pond,fresh
peak generation,biomass,biomass_peak_conv,electricity,biomass,biomass (conv),biomass (conv) (dry cooling),fossil non-coal,dry cooling,fresh
base load generation,biomass,biomass_base_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (once through),conv (CCS),once through,fresh
base load generation,biomass,biomass_base_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (seawater),conv (CCS),once through,seawater
base load generation,biomass,biomass_base_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (recirculating),conv (CCS),recirculating,fresh
base load generation,biomass,biomass_base_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (dry cooling),conv (CCS),dry cooling,fresh
intermediate generation,biomass,biomass_int_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (once through),conv (CCS),once through,fresh
intermediate generation,biomass,biomass_int_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (seawater),conv (CCS),once through,seawater
intermediate generation,biomass,biomass_int_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (recirculating),conv (CCS),recirculating,fresh
intermediate generation,biomass,biomass_int_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (dry cooling),conv (CCS),dry cooling,fresh
subpeak generation,biomass,biomass_subpeak_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (once through),conv (CCS),once through,fresh
subpeak generation,biomass,biomass_subpeak_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (seawater),conv (CCS),once through,seawater
subpeak generation,biomass,biomass_subpeak_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (recirculating),conv (CCS),recirculating,fresh
subpeak generation,biomass,biomass_subpeak_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (dry cooling),conv (CCS),dry cooling,fresh
peak generation,biomass,biomass_peak_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (once through),conv (CCS),once through,fresh
peak generation,biomass,biomass_peak_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (seawater),conv (CCS),once through,seawater
peak generation,biomass,biomass_peak_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (recirculating),conv (CCS),recirculating,fresh
peak generation,biomass,biomass_peak_conv_CCS,electricity,biomass,biomass (conv CCS),biomass (conv CCS) (dry cooling),conv (CCS),dry cooling,fresh
base load generation,biomass,biomass_base_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (once through),IGCC,once through,fresh
base load generation,biomass,biomass_base_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (seawater),IGCC,once through,seawater
base load generation,biomass,biomass_base_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (recirculating),IGCC,recirculating,fresh
base load generation,biomass,biomass_base_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (dry cooling),IGCC,dry cooling,fresh
intermediate generation,biomass,biomass_int_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (once through),IGCC,once through,fresh
intermediate generation,biomass,biomass_int_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (seawater),IGCC,once through,seawater
intermediate generation,biomass,biomass_int_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (recirculating),IGCC,recirculating,fresh
intermediate generation,biomass,biomass_int_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (dry cooling),IGCC,dry cooling,fresh
subpeak generation,biomass,biomass_subpeak_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (once through),IGCC,once through,fresh
subpeak generation,biomass,biomass_subpeak_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (seawater),IGCC,once through,seawater
subpeak generation,biomass,biomass_subpeak_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (recirculating),IGCC,recirculating,fresh
subpeak generation,biomass,biomass_subpeak_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (dry cooling),IGCC,dry cooling,fresh
peak generation,biomass,biomass_peak_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (once through),IGCC,once through,fresh
peak generation,biomass,biomass_peak_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (seawater),IGCC,once through,seawater
peak generation,biomass,biomass_peak_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (recirculating),IGCC,recirculating,fresh
peak generation,biomass,biomass_peak_IGCC,electricity,biomass,biomass (IGCC),biomass (IGCC) (dry cooling),IGCC,dry cooling,fresh
base load generation,biomass,biomass_base_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (once through),IGCC (CCS),once through,fresh
base load generation,biomass,biomass_base_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (seawater),IGCC (CCS),once through,seawater
base load generation,biomass,biomass_base_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (recirculating),IGCC (CCS),recirculating,fresh
base load generation,biomass,biomass_base_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (dry cooling),IGCC (CCS),dry cooling,fresh
intermediate generation,biomass,biomass_int_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (once through),IGCC (CCS),once through,fresh
intermediate generation,biomass,biomass_int_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (seawater),IGCC (CCS),once through,seawater
intermediate generation,biomass,biomass_int_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (recirculating),IGCC (CCS),recirculating,fresh
intermediate generation,biomass,biomass_int_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (dry cooling),IGCC (CCS),dry cooling,fresh
subpeak generation,biomass,biomass_subpeak_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (once through),IGCC (CCS),once through,fresh
subpeak generation,biomass,biomass_subpeak_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (seawater),IGCC (CCS),once through,seawater
subpeak generation,biomass,biomass_subpeak_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (recirculating),IGCC (CCS),recirculating,fresh
subpeak generation,biomass,biomass_subpeak_IGCC_CCS,electricity,biomass,biomass (IGCC CCS),biomass (IGCC CCS) (dry cooling),IGCC (CCS),dry cooling,fresh
