# File: IMAGE_an_head_bySystem.csv
# Title: IMAGE animal production head by system
# Units: Mhead
# Author: XZ
# Source: IMAGE v3.2 (Jonathan Doelman Oct 2022)
# Column types: iccnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,system,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
1993,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993,total,non-dairy cattle,10.69,89.67,29.92,18.65,137.49,116.95,5.56,45.01,72.81,8.44,64.53,14.52,12.45,18.83,11.46,33.71,8.50,230.37,3.34,104.82,39.03,13.83,3.56,29.16,57.09,29.73
1993,total,dairy cattle,1.26,9.61,1.77,2.96,20.50,11.57,5.98,9.22,27.15,0.54,25.32,12.17,7.11,10.90,6.85,21.44,5.58,61.53,0.29,9.94,1.75,0.95,1.40,4.62,19.74,7.35
1993,total,pigs,9.40,59.55,24.74,6.49,19.90,17.44,0.06,10.75,4.10,2.46,118.08,59.44,0.00,18.41,3.17,28.94,0.17,12.74,10.05,302.22,51.00,14.44,10.85,3.51,0.43,4.58
1993,total,sheep & goats,0.66,12.14,16.35,6.50,30.39,83.86,59.19,125.60,143.01,25.43,128.92,34.77,49.01,8.88,60.12,55.49,125.45,166.26,1.75,236.74,8.56,18.71,0.06,194.62,118.19,32.74
1993,total,poultry,114.90,1826.77,245.17,204.29,791.11,550.86,425.46,397.07,208.52,140.50,1441.39,450.00,135.13,192.37,64.32,466.07,520.72,510.14,115.51,3522.29,892.16,1213.95,293.31,91.29,332.29,170.13
1994,intensive grazing system,non-dairy cattle,9.37,76.12,9.48,7.79,54.36,46.00,5.23,16.97,9.79,3.40,64.06,13.05,1.27,17.12,2.69,30.73,2.18,90.49,2.11,53.96,28.29,10.07,3.57,7.33,22.30,0.76
1994,intensive grazing system,dairy cattle,1.12,8.57,1.33,2.31,13.01,7.86,5.68,3.51,10.39,0.18,24.75,11.51,6.73,10.52,5.15,20.36,5.55,57.89,0.15,5.81,1.75,0.95,1.38,0.60,19.16,0.15
1994,intensive grazing system,pigs,9.42,59.30,24.42,6.52,20.76,17.32,0.06,10.85,4.19,2.41,118.30,57.40,0.01,16.75,2.72,25.40,0.16,12.65,10.41,310.54,52.77,14.49,10.39,3.50,0.45,4.85
1994,intensive grazing system,sheep & goats,0.25,4.40,6.29,2.36,10.95,30.99,53.71,68.20,76.13,5.64,127.65,32.07,43.81,8.05,51.40,49.18,118.33,103.74,0.31,62.17,6.48,14.25,0.06,18.60,73.92,0.00
1994,intensive grazing system,poultry,119.63,1888.61,239.95,202.19,829.52,567.59,416.78,385.48,197.87,143.76,1463.90,431.94,131.56,164.50,50.91,404.86,533.15,512.20,119.66,3771.25,898.10,1206.79,291.38,97.45,357.03,174.79
1994,extensive grazing system,non-dairy cattle,1.76,15.04,20.14,10.67,85.02,71.94,0.21,28.90,65.55,4.96,0.00,0.00,11.39,0.00,8.06,0.00,6.55,139.73,1.41,56.17,11.00,3.96,0.00,22.43,35.12,28.89
1994,extensive grazing system,dairy cattle,0.12,0.95,0.40,0.69,6.81,4.10,0.23,5.98,17.69,0.35,0.00,0.00,0.28,0.00,1.54,0.00,0.21,4.36,0.15,4.56,0.04,0.02,0.00,4.17,1.44,7.31
1994,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994,extensive grazing system,sheep & goats,0.41,7.19,10.00,3.75,17.43,49.31,6.25,62.25,69.48,19.23,0.00,0.00,3.47,0.00,4.08,0.00,9.38,64.12,1.45,188.46,2.38,5.24,0.00,165.52,46.77,33.14
1994,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994,total,non-dairy cattle,11.12,91.16,29.62,18.46,139.38,117.94,5.44,45.87,75.34,8.36,64.06,13.05,12.66,17.12,10.75,30.73,8.73,230.22,3.52,110.13,39.29,14.02,3.57,29.76,57.42,29.65
1994,total,dairy cattle,1.24,9.52,1.73,2.99,19.82,11.96,5.92,9.49,28.09,0.53,24.75,11.51,7.01,10.52,6.69,20.36,5.75,62.24,0.29,10.37,1.79,0.97,1.38,4.77,20.60,7.46
1994,total,pigs,9.42,59.30,24.42,6.52,20.76,17.32,0.06,10.85,4.19,2.41,118.30,57.40,0.01,16.75,2.72,25.40,0.16,12.65,10.41,310.54,52.77,14.49,10.39,3.50,0.45,4.85
1994,total,sheep & goats,0.66,11.59,16.29,6.10,28.39,80.31,59.96,130.45,145.61,24.87,127.65,32.07,47.29,8.05,55.48,49.18,127.71,167.86,1.76,250.62,8.86,19.49,0.06,184.11,120.69,33.14
1994,total,poultry,119.63,1888.61,239.95,202.19,829.52,567.59,416.78,385.48,197.87,143.76,1463.90,431.94,131.56,164.50,50.91,404.86,533.15,512.20,119.66,3771.25,898.10,1206.79,291.38,97.45,357.03,174.79
1995,intensive grazing system,non-dairy cattle,9.56,76.09,9.33,7.55,56.56,46.74,5.10,17.65,10.69,3.28,63.95,12.07,1.28,15.38,2.49,27.80,2.18,91.23,2.18,54.85,28.68,10.27,3.54,7.59,22.59,0.76
1995,intensive grazing system,dairy cattle,1.11,8.49,1.30,2.31,12.59,8.20,5.67,3.58,10.77,0.20,24.31,11.03,6.56,10.20,5.25,19.37,5.71,58.69,0.14,6.18,1.80,0.95,1.36,0.64,20.03,0.18
1995,intensive grazing system,pigs,9.32,58.34,23.73,6.45,22.31,17.20,0.06,10.97,4.25,2.27,118.14,54.81,0.01,15.42,2.27,22.54,0.16,12.50,10.33,325.57,54.53,14.70,10.06,3.46,0.44,4.97
1995,intensive grazing system,sheep & goats,0.25,4.19,6.30,2.19,10.31,29.88,54.21,70.82,76.92,5.65,127.01,29.78,42.11,7.06,46.00,42.35,119.44,105.68,0.32,59.19,6.80,15.03,0.05,21.75,75.84,0.00
1995,intensive grazing system,poultry,123.79,1958.62,266.63,202.82,871.15,597.38,419.94,381.65,186.72,148.78,1525.64,433.59,132.61,145.16,40.70,370.78,561.49,518.85,121.86,4078.46,911.23,1219.51,290.59,101.87,398.86,172.61
1995,extensive grazing system,non-dairy cattle,1.90,16.33,20.26,10.64,84.85,71.56,0.22,29.39,67.06,4.98,0.00,0.00,11.52,0.00,7.47,0.00,6.54,137.84,1.42,55.89,10.61,3.85,0.00,22.76,35.11,29.06
1995,extensive grazing system,dairy cattle,0.12,0.94,0.41,0.73,6.45,4.22,0.23,6.10,18.33,0.34,0.00,0.00,0.27,0.00,1.31,0.00,0.23,4.42,0.15,4.66,0.04,0.02,0.00,4.32,1.51,7.20
1995,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995,extensive grazing system,sheep & goats,0.41,6.77,9.85,3.42,16.13,46.74,6.26,66.18,71.87,18.88,0.00,0.00,3.34,0.00,3.65,0.00,9.47,63.78,1.47,198.17,2.34,5.17,0.00,155.07,47.27,33.96
1995,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995,total,non-dairy cattle,11.46,92.42,29.59,18.19,141.41,118.30,5.32,47.04,77.75,8.25,63.95,12.07,12.80,15.38,9.96,27.80,8.72,229.06,3.60,110.74,39.28,14.11,3.54,30.34,57.71,29.82
1995,total,dairy cattle,1.23,9.44,1.71,3.04,19.04,12.42,5.90,9.69,29.10,0.54,24.31,11.03,6.84,10.20,6.56,19.37,5.94,63.11,0.30,10.84,1.83,0.97,1.36,4.96,21.54,7.38
1995,total,pigs,9.32,58.34,23.73,6.45,22.31,17.20,0.06,10.97,4.25,2.27,118.14,54.81,0.01,15.42,2.27,22.54,0.16,12.50,10.33,325.57,54.53,14.70,10.06,3.46,0.44,4.97
1995,total,sheep & goats,0.66,10.95,16.15,5.60,26.44,76.62,60.47,137.00,148.80,24.53,127.01,29.78,45.45,7.06,49.64,42.35,128.91,169.46,1.79,257.36,9.13,20.20,0.05,176.82,123.11,33.96
1995,total,poultry,123.79,1958.62,266.63,202.82,871.15,597.38,419.94,381.65,186.72,148.78,1525.64,433.59,132.61,145.16,40.70,370.78,561.49,518.85,121.86,4078.46,911.23,1219.51,290.59,101.87,398.86,172.61
1996,intensive grazing system,non-dairy cattle,9.85,77.26,9.68,7.15,58.82,48.31,5.17,18.61,11.14,3.23,63.98,11.36,1.27,13.59,2.27,24.87,2.18,89.86,2.13,55.67,28.37,10.35,3.50,7.81,22.32,0.82
1996,intensive grazing system,dairy cattle,1.10,8.51,1.33,2.36,12.27,8.55,5.65,3.66,11.12,0.20,23.92,10.72,6.40,9.76,5.25,18.20,5.91,59.68,0.14,6.64,1.84,0.96,1.34,0.69,20.88,0.20
1996,intensive grazing system,pigs,9.45,58.68,23.26,6.55,24.24,16.97,0.06,11.11,4.19,2.16,118.83,53.30,0.01,14.59,1.98,20.36,0.16,12.65,10.43,340.14,55.68,14.73,9.73,3.47,0.46,5.08
1996,intensive grazing system,sheep & goats,0.25,3.91,6.37,2.17,10.18,30.09,55.11,75.27,80.27,5.83,126.96,28.08,40.03,6.02,40.24,35.71,121.24,107.43,0.32,59.40,6.82,15.33,0.05,22.17,77.57,0.00
1996,intensive grazing system,poultry,127.96,1986.59,297.84,206.88,921.83,639.80,425.26,401.41,187.45,150.75,1590.03,438.45,127.23,134.44,33.20,350.59,571.91,529.54,121.44,4318.83,916.59,1140.42,285.62,105.82,387.58,173.86
1996,extensive grazing system,non-dairy cattle,1.91,15.28,19.66,10.81,84.65,69.53,0.22,29.11,68.42,4.99,0.00,0.00,11.40,0.00,6.80,0.00,6.53,138.23,1.42,57.95,10.49,3.89,0.00,22.98,35.82,29.65
1996,extensive grazing system,dairy cattle,0.12,0.84,0.42,0.74,6.15,4.35,0.23,6.24,18.94,0.33,0.00,0.00,0.27,0.00,1.07,0.00,0.25,4.49,0.16,4.61,0.04,0.02,0.00,4.47,1.57,7.43
1996,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996,extensive grazing system,sheep & goats,0.42,6.50,9.39,3.20,15.01,44.36,6.31,69.14,73.74,18.51,0.00,0.00,3.17,0.00,3.19,0.00,9.61,63.13,1.55,208.41,2.44,5.48,0.00,150.04,47.89,34.79
1996,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996,total,non-dairy cattle,11.76,92.54,29.34,17.96,143.47,117.84,5.39,47.73,79.56,8.22,63.98,11.36,12.66,13.59,9.07,24.87,8.70,228.09,3.56,113.62,38.86,14.24,3.50,30.79,58.15,30.47
1996,total,dairy cattle,1.22,9.35,1.74,3.10,18.42,12.90,5.88,9.90,30.06,0.54,23.92,10.72,6.66,9.76,6.32,18.20,6.16,64.17,0.30,11.25,1.88,0.98,1.34,5.15,22.46,7.63
1996,total,pigs,9.45,58.68,23.26,6.55,24.24,16.97,0.06,11.11,4.19,2.16,118.83,53.30,0.01,14.59,1.98,20.36,0.16,12.65,10.43,340.14,55.68,14.73,9.73,3.47,0.46,5.08
1996,total,sheep & goats,0.67,10.40,15.76,5.37,25.19,74.45,61.43,144.41,154.01,24.34,126.96,28.08,43.21,6.02,43.43,35.71,130.85,170.56,1.87,267.80,9.26,20.81,0.05,172.21,125.46,34.79
1996,total,poultry,127.96,1986.59,297.84,206.88,921.83,639.80,425.26,401.41,187.45,150.75,1590.03,438.45,127.23,134.44,33.20,350.59,571.91,529.54,121.44,4318.83,916.59,1140.42,285.62,105.82,387.58,173.86
1997,intensive grazing system,non-dairy cattle,10.10,77.10,9.98,6.83,60.98,48.62,5.45,18.86,11.58,3.31,64.08,10.86,1.25,11.87,2.04,22.08,2.13,89.86,2.06,57.14,28.27,10.39,3.46,7.66,22.46,0.92
1997,intensive grazing system,dairy cattle,1.09,8.45,1.36,2.46,11.99,8.95,5.67,3.75,11.39,0.20,23.50,10.39,6.24,9.19,5.22,17.01,6.17,60.27,0.14,6.98,1.90,0.94,1.32,0.73,21.85,0.21
1997,intensive grazing system,pigs,9.77,58.80,22.80,6.59,25.74,17.00,0.06,11.29,4.21,2.09,119.85,53.01,0.01,14.00,1.85,18.74,0.15,12.87,10.67,348.16,56.25,13.93,9.46,3.44,0.47,5.20
1997,intensive grazing system,sheep & goats,0.26,3.75,6.15,2.07,9.54,29.04,56.01,80.29,82.68,5.87,127.04,26.61,38.15,4.96,34.79,30.16,122.64,108.80,0.34,56.75,6.88,15.45,0.05,23.58,79.17,0.00
1997,intensive grazing system,poultry,131.09,2043.50,283.06,207.98,879.72,658.75,419.95,411.72,188.41,155.74,1597.48,440.78,130.22,130.45,30.11,326.90,576.98,535.13,125.53,4688.92,899.52,1133.16,282.59,103.73,381.39,173.01
1997,extensive grazing system,non-dairy cattle,1.91,15.10,18.96,10.65,84.20,68.52,0.23,30.12,69.69,5.05,0.00,0.00,11.25,0.00,6.12,0.00,6.39,136.97,1.34,58.21,9.93,3.72,0.00,23.20,35.94,31.09
1997,extensive grazing system,dairy cattle,0.12,0.84,0.43,0.78,5.96,4.30,0.23,6.39,19.40,0.34,0.00,0.00,0.26,0.00,0.85,0.00,0.21,4.54,0.17,4.66,0.04,0.02,0.00,4.56,1.64,7.58
1997,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997,extensive grazing system,sheep & goats,0.42,6.17,9.28,3.12,14.41,43.85,6.37,72.54,74.70,18.29,0.00,0.00,3.02,0.00,2.76,0.00,9.72,63.30,1.63,222.35,2.42,5.44,0.00,144.07,48.77,35.83
1997,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997,total,non-dairy cattle,12.00,92.20,28.94,17.48,145.18,117.15,5.68,48.98,81.26,8.36,64.08,10.86,12.50,11.87,8.15,22.08,8.52,226.83,3.40,115.35,38.20,14.11,3.46,30.86,58.40,32.01
1997,total,dairy cattle,1.21,9.28,1.79,3.24,17.95,13.25,5.90,10.14,30.79,0.54,23.50,10.39,6.50,9.19,6.07,17.01,6.38,64.81,0.31,11.64,1.93,0.96,1.32,5.29,23.49,7.79
1997,total,pigs,9.77,58.80,22.80,6.59,25.74,17.00,0.06,11.29,4.21,2.09,119.85,53.01,0.01,14.00,1.85,18.74,0.15,12.87,10.67,348.16,56.25,13.93,9.46,3.44,0.47,5.20
1997,total,sheep & goats,0.68,9.92,15.43,5.19,23.95,72.89,62.38,152.82,157.38,24.16,127.04,26.61,41.17,4.96,37.54,30.16,132.36,172.10,1.98,279.10,9.30,20.89,0.05,167.65,127.94,35.83
1997,total,poultry,131.09,2043.50,283.06,207.98,879.72,658.75,419.95,411.72,188.41,155.74,1597.48,440.78,130.22,130.45,30.11,326.90,576.98,535.13,125.53,4688.92,899.52,1133.16,282.59,103.73,381.39,173.01
1998,intensive grazing system,non-dairy cattle,10.36,76.46,9.77,6.41,63.35,50.00,5.78,19.99,11.63,3.51,64.26,10.41,1.24,10.37,1.87,20.14,2.15,90.32,1.88,58.15,27.93,10.20,3.41,7.82,22.61,1.05
1998,intensive grazing system,dairy cattle,1.06,8.40,1.42,2.58,11.68,9.05,5.71,3.87,11.77,0.21,23.13,10.10,6.08,8.62,5.32,16.01,6.15,60.60,0.14,7.35,1.95,0.93,1.30,0.83,22.67,0.23
1998,intensive grazing system,pigs,10.12,58.59,22.03,6.50,26.89,16.70,0.06,11.39,4.20,1.98,120.31,51.27,0.01,13.66,1.73,17.77,0.16,13.14,10.77,347.29,57.47,13.35,9.30,3.40,0.48,5.25
1998,intensive grazing system,sheep & goats,0.28,3.76,6.08,2.28,9.19,28.75,57.08,85.63,84.71,5.81,127.10,25.25,36.82,4.10,31.66,26.40,124.01,110.05,0.35,51.11,6.92,15.45,0.04,25.32,80.10,0.00
1998,intensive grazing system,poultry,134.47,2092.17,313.43,208.67,877.68,663.62,426.91,369.79,190.66,161.78,1601.25,438.38,136.63,128.57,27.71,321.02,612.74,549.80,121.43,4813.07,901.24,1425.23,280.17,105.51,408.86,170.81
1998,extensive grazing system,non-dairy cattle,1.76,14.84,18.96,10.74,83.98,66.28,0.24,29.99,71.42,5.18,0.00,0.00,11.12,0.00,5.61,0.00,6.45,135.14,1.25,58.15,9.81,3.66,0.00,23.23,36.01,31.90
1998,extensive grazing system,dairy cattle,0.12,0.83,0.45,0.82,5.67,4.58,0.24,6.59,20.04,0.35,0.00,0.00,0.25,0.00,0.59,0.00,0.22,4.56,0.18,4.51,0.04,0.02,0.00,4.57,1.71,7.71
1998,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998,extensive grazing system,sheep & goats,0.44,5.85,9.02,3.38,13.65,42.68,6.44,76.06,75.24,18.50,0.00,0.00,2.92,0.00,2.51,0.00,9.83,62.68,1.88,237.65,2.40,5.36,0.00,140.37,49.05,36.95
1998,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998,total,non-dairy cattle,12.13,91.30,28.73,17.15,147.34,116.28,6.02,49.98,83.05,8.69,64.26,10.41,12.36,10.37,7.48,20.14,8.60,225.46,3.13,116.31,37.75,13.86,3.41,31.05,58.61,32.95
1998,total,dairy cattle,1.18,9.23,1.87,3.40,17.35,13.62,5.95,10.47,31.81,0.56,23.13,10.10,6.33,8.62,5.91,16.01,6.36,65.16,0.32,11.86,1.99,0.95,1.30,5.40,24.37,7.94
1998,total,pigs,10.12,58.59,22.03,6.50,26.89,16.70,0.06,11.39,4.20,1.98,120.31,51.27,0.01,13.66,1.73,17.77,0.16,13.14,10.77,347.29,57.47,13.35,9.30,3.40,0.48,5.25
1998,total,sheep & goats,0.72,9.61,15.11,5.65,22.84,71.43,63.52,161.68,159.95,24.30,127.10,25.25,39.74,4.10,34.17,26.40,133.84,172.73,2.23,288.77,9.31,20.81,0.04,165.69,129.15,36.95
1998,total,poultry,134.47,2092.17,313.43,208.67,877.68,663.62,426.91,369.79,190.66,161.78,1601.25,438.38,136.63,128.57,27.71,321.02,612.74,549.80,121.43,4813.07,901.24,1425.23,280.17,105.51,408.86,170.81
1999,intensive grazing system,non-dairy cattle,10.34,75.54,9.64,6.09,66.26,51.49,5.95,20.30,12.51,3.54,63.96,9.86,1.23,9.09,1.77,18.57,2.22,88.95,1.71,57.61,28.02,10.12,3.37,7.71,22.43,1.11
1999,intensive grazing system,dairy cattle,1.04,8.35,1.47,2.67,12.03,9.38,5.89,4.00,12.12,0.21,22.80,9.82,5.86,8.03,5.46,15.24,5.95,61.16,0.14,7.57,2.01,0.90,1.27,0.87,22.99,0.23
1999,intensive grazing system,pigs,10.66,59.00,21.40,6.34,27.63,16.57,0.06,11.52,4.32,1.89,120.32,48.49,0.00,13.04,1.68,16.86,0.16,13.11,10.76,359.64,58.88,13.46,9.17,3.42,0.48,5.24
1999,intensive grazing system,sheep & goats,0.31,3.70,5.93,2.45,9.24,27.87,57.64,92.76,88.92,5.85,125.79,24.07,35.49,3.54,30.09,24.04,124.81,111.12,0.40,48.79,6.88,15.06,0.04,27.30,81.47,0.00
1999,intensive grazing system,poultry,140.80,2100.05,334.68,222.30,901.02,693.21,441.23,375.79,191.47,166.76,1601.29,454.12,141.98,128.48,28.99,328.50,648.65,568.67,129.18,4966.08,911.33,1382.02,278.20,109.90,392.96,174.23
1999,extensive grazing system,non-dairy cattle,1.88,14.53,19.10,10.96,84.33,64.22,0.25,31.09,72.32,5.17,0.00,0.00,11.05,0.00,5.30,0.00,6.67,135.26,1.12,56.37,9.34,3.45,0.00,23.57,36.93,33.03
1999,extensive grazing system,dairy cattle,0.12,0.83,0.49,0.89,5.79,4.47,0.24,6.80,20.63,0.37,0.00,0.00,0.24,0.00,0.41,0.00,0.22,4.60,0.20,4.44,0.04,0.02,0.00,4.65,1.73,8.00
1999,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1999,extensive grazing system,sheep & goats,0.47,5.69,9.01,3.73,14.03,42.35,6.45,77.80,74.58,18.30,0.00,0.00,2.81,0.00,2.39,0.00,9.90,61.53,2.14,240.63,2.48,5.44,0.00,135.46,49.47,38.20
1999,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1999,total,non-dairy cattle,12.22,90.07,28.74,17.05,150.59,115.70,6.20,51.39,84.82,8.71,63.96,9.86,12.27,9.09,7.07,18.57,8.89,224.21,2.83,113.98,37.36,13.57,3.37,31.28,59.35,34.14
1999,total,dairy cattle,1.15,9.17,1.96,3.55,17.82,13.86,6.13,10.80,32.75,0.58,22.80,9.82,6.11,8.03,5.88,15.24,6.18,65.77,0.34,12.01,2.05,0.92,1.27,5.52,24.72,8.23
1999,total,pigs,10.66,59.00,21.40,6.34,27.63,16.57,0.06,11.52,4.32,1.89,120.32,48.49,0.00,13.04,1.68,16.86,0.16,13.11,10.76,359.64,58.88,13.46,9.17,3.42,0.48,5.24
1999,total,sheep & goats,0.78,9.39,14.94,6.18,23.27,70.23,64.09,170.57,163.50,24.16,125.79,24.07,38.30,3.54,32.48,24.04,134.70,172.65,2.54,289.42,9.36,20.50,0.04,162.76,130.94,38.20
1999,total,poultry,140.80,2100.05,334.68,222.30,901.02,693.21,441.23,375.79,191.47,166.76,1601.29,454.12,141.98,128.48,28.99,328.50,648.65,568.67,129.18,4966.08,911.33,1382.02,278.20,109.90,392.96,174.23
2000,intensive grazing system,non-dairy cattle,10.46,74.82,10.06,5.88,69.75,52.29,6.17,21.41,12.86,3.47,63.59,9.26,1.22,8.19,1.75,17.72,2.22,88.72,1.54,57.66,27.92,9.92,3.36,7.86,22.82,1.11
2000,intensive grazing system,dairy cattle,1.01,8.33,1.54,2.82,12.35,9.52,6.03,4.14,12.29,0.21,22.46,9.53,5.59,7.56,5.72,14.65,5.74,61.91,0.14,7.90,2.06,0.89,1.25,0.91,23.46,0.24
2000,intensive grazing system,pigs,11.32,59.64,20.67,6.64,28.37,16.50,0.06,11.76,4.27,1.79,120.74,47.17,0.00,12.66,1.63,16.53,0.16,13.05,11.00,367.18,59.84,13.70,9.02,3.47,0.48,5.09
2000,intensive grazing system,sheep & goats,0.33,3.61,6.02,2.65,9.42,27.57,58.15,96.26,90.47,4.43,123.84,22.96,34.00,3.23,30.63,22.93,124.96,111.79,0.43,44.50,6.94,14.87,0.04,28.55,82.44,0.00
2000,intensive grazing system,poultry,144.27,2147.60,353.61,229.06,922.73,692.86,453.12,399.21,190.57,160.66,1561.55,470.10,146.85,134.34,31.16,335.57,669.59,563.15,138.80,5015.73,917.69,1227.55,277.42,117.03,385.66,175.34
2000,extensive grazing system,non-dairy cattle,1.85,14.25,18.68,10.92,85.26,63.91,0.26,30.82,72.88,5.13,0.00,0.00,10.97,0.00,5.26,0.00,6.66,133.57,1.03,57.67,9.31,3.40,0.00,23.59,37.17,34.23
2000,extensive grazing system,dairy cattle,0.11,0.82,0.51,0.94,5.81,4.48,0.25,7.04,20.93,0.37,0.00,0.00,0.23,0.00,0.24,0.00,0.23,4.66,0.22,4.25,0.04,0.02,0.00,4.70,1.77,8.20
2000,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000,extensive grazing system,sheep & goats,0.52,5.71,8.99,3.96,14.07,41.19,6.46,82.68,77.71,17.64,0.00,0.00,2.70,0.00,2.43,0.00,9.91,61.19,2.41,252.18,2.47,5.29,0.00,130.06,49.46,39.67
2000,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000,total,non-dairy cattle,12.30,89.07,28.74,16.80,155.01,116.20,6.43,52.23,85.75,8.61,63.59,9.26,12.19,8.19,7.01,17.72,8.88,222.29,2.57,115.33,37.22,13.32,3.36,31.46,59.99,35.34
2000,total,dairy cattle,1.12,9.15,2.05,3.76,18.16,14.00,6.28,11.18,33.22,0.58,22.46,9.53,5.83,7.56,5.96,14.65,5.97,66.57,0.36,12.15,2.11,0.90,1.25,5.61,25.23,8.44
2000,total,pigs,11.32,59.64,20.67,6.64,28.37,16.50,0.06,11.76,4.27,1.79,120.74,47.17,0.00,12.66,1.63,16.53,0.16,13.05,11.00,367.18,59.84,13.70,9.02,3.47,0.48,5.09
2000,total,sheep & goats,0.85,9.32,15.00,6.62,23.49,68.77,64.61,178.93,168.18,22.07,123.84,22.96,36.70,3.23,33.06,22.93,134.87,172.98,2.83,296.68,9.41,20.15,0.04,158.60,131.91,39.67
2000,total,poultry,144.27,2147.60,353.61,229.06,922.73,692.86,453.12,399.21,190.57,160.66,1561.55,470.10,146.85,134.34,31.16,335.57,669.59,563.15,138.80,5015.73,917.69,1227.55,277.42,117.03,385.66,175.34
2001,intensive grazing system,non-dairy cattle,10.50,74.27,10.11,5.85,73.23,53.84,6.41,22.11,12.96,3.48,63.14,8.83,1.18,7.64,1.80,17.36,2.25,88.77,1.44,56.79,28.13,9.68,3.34,7.89,23.17,1.16
2001,intensive grazing system,dairy cattle,0.99,8.32,1.60,2.97,12.65,9.55,6.15,4.36,12.88,0.22,22.07,9.30,5.48,7.22,5.89,14.19,5.47,62.63,0.14,8.17,2.13,0.88,1.24,0.94,23.99,0.25
2001,intensive grazing system,pigs,11.81,59.38,19.77,6.79,28.70,16.48,0.06,11.71,4.30,1.79,119.47,45.94,0.00,12.40,1.59,16.52,0.16,12.99,11.37,371.24,60.81,13.47,8.92,3.48,0.50,4.90
