# File: IMAGE_an_feed_bySystem.csv
# Title: IMAGE animal production feed inputs by system
# Units: Gg dm
# Author: XZ
# Source: IMAGE v3.2 (Jonathan Doelman Oct 2022)
# Column types: icccnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,system,feed,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
2059,intensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,intensive grazing system,grass & fodder,total,28835,178447,53803,32664,221450,306876,24704,106409,328321,22354,229017,40141,12441,17566,16167,57166,36608,124519,4450,131994,80639,20785,2714,68829,55703,26441
2059,intensive grazing system,total,non-dairy cattle,45254,258853,71082,37616,576597,430004,37232,121331,196597,29199,265658,35002,6458,14302,18879,40999,41374,445154,7572,157041,135571,35659,6975,57325,165769,34073
2059,intensive grazing system,total,dairy cattle,10268,96139,13497,17760,63204,51086,34446,51364,269379,3925,147697,35604,45865,18433,30887,46632,32076,312666,1281,32641,22896,3959,7034,20686,154919,19178
2059,intensive grazing system,total,pigs,9197,43703,12173,4901,15652,17762,13,17019,6939,1669,77922,15924,0,8279,1538,16720,165,5262,5822,367802,66908,4459,4213,2601,382,7133
2059,intensive grazing system,total,sheep & goats,377,2152,3781,1876,12780,15470,15099,23933,48786,6304,35674,9613,7543,1738,11130,16378,37132,9382,131,46954,3695,1484,4,24967,15684,0
2059,intensive grazing system,total,poultry,5975,77896,21918,12274,49926,44531,24359,29900,13363,9111,41227,14947,13221,9988,5131,24595,45815,51264,4298,227732,62856,45536,9024,7949,20815,7480
2059,intensive grazing system,total,total,71070,478744,122450,74427,718159,558853,111149,243548,535064,50208,568178,111090,73087,52740,67565,145324,156562,823728,19103,832169,291926,91098,27251,113528,357569,67864
2059,extensive grazing system,food crops,non-dairy cattle,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
2059,extensive grazing system,food crops,dairy cattle,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
2059,extensive grazing system,food crops,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,food crops,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,food crops,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,food crops,total,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
2059,extensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,animal products,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,animal products,total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,residues,non-dairy cattle,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389
2059,extensive grazing system,residues,dairy cattle,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
2059,extensive grazing system,residues,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,residues,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,residues,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,residues,total,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593
2059,extensive grazing system,scavenging,non-dairy cattle,0,0,2078,946,8280,7686,30,1047,4076,785,0,0,1414,0,1015,0,788,98659,132,3849,6909,1689,0,0,32143,1440
2059,extensive grazing system,scavenging,dairy cattle,0,0,131,109,1079,635,172,342,1756,66,0,0,17,0,185,0,36,4999,53,1063,76,12,0,0,2587,756
2059,extensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,scavenging,sheep & goats,0,0,125,37,263,418,53,272,549,211,0,0,31,0,25,0,52,528,10,2856,76,30,0,3081,687,741
2059,extensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,scavenging,total,0,0,2334,1093,9622,8740,255,1661,6381,1062,0,0,1461,0,1224,0,876,104186,195,7767,7062,1731,0,3081,35416,2937
2059,extensive grazing system,grass & fodder,non-dairy cattle,5091,35788,39488,17977,157323,146042,577,19885,77452,14523,0,0,26861,0,19279,0,14977,98659,2508,73126,10363,2533,0,66408,32143,26626
2059,extensive grazing system,grass & fodder,dairy cattle,579,6362,2490,2077,20502,12065,3261,6506,33366,1216,0,0,322,0,3508,0,687,4999,1005,20190,115,19,0,34488,2587,13976
2059,extensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,grass & fodder,sheep & goats,265,1732,2368,707,4993,7948,478,2450,4937,1895,0,0,277,0,224,0,464,528,192,54263,687,271,0,27726,687,6666
2059,extensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,grass & fodder,total,5934,43882,44347,20761,182817,166055,4317,28841,115755,17634,0,0,27460,0,23012,0,16129,104186,3705,147580,11166,2823,0,128621,35416,47269
2059,extensive grazing system,total,non-dairy cattle,5091,35788,41566,18923,165603,153729,608,20932,81528,15701,0,0,28275,0,20294,0,15766,197318,2640,76975,17272,4221,0,66408,64285,28785
2059,extensive grazing system,total,dairy cattle,579,6362,2622,2186,21581,12700,3433,6848,35122,1314,0,0,339,0,3693,0,723,9998,1058,21253,191,31,0,34488,5174,15109
2059,extensive grazing system,total,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,total,sheep & goats,265,1732,2493,744,5255,8367,531,2722,5486,2106,0,0,307,0,249,0,516,1057,202,57119,764,301,0,30807,1374,7407
2059,extensive grazing system,total,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,extensive grazing system,total,total,5934,43882,46681,21853,192439,174795,4572,30502,122136,19121,0,0,28921,0,24236,0,17005,208372,3900,155347,18227,4554,0,131702,70833,51301
2059,total,food crops,non-dairy cattle,17173,98230,16332,4321,121584,35286,8698,33874,6441,6723,37445,5693,1915,6461,7292,10669,12214,75854,3750,36946,31358,7436,1607,15466,32226,8258
2059,total,food crops,dairy cattle,5510,51589,5431,3362,9574,6295,10739,19569,9757,1244,29438,8188,14142,10170,14073,14820,11895,46149,763,9249,6243,827,1715,8075,22727,6076
2059,total,food crops,pigs,6970,28056,7540,2714,9896,11041,5,9429,3661,1134,57949,11377,0,3207,1093,12446,131,2202,3801,156384,30606,1626,3070,1824,197,3822
2059,total,food crops,sheep & goats,50,286,238,64,344,446,2409,1131,325,473,1761,548,1207,275,3393,1493,7015,41,21,2326,218,87,1,6124,53,0
2059,total,food crops,poultry,5138,57074,19632,8988,40288,34956,18371,21795,8634,7667,34465,12000,11981,7286,4389,18326,37762,39718,3754,143467,46526,15114,7771,6686,14340,4226
2059,total,food crops,total,34842,235235,49173,19450,181686,88023,40222,85799,28818,17241,161059,37805,29245,27399,30241,57754,69017,163965,12088,348371,114950,25090,14165,38175,69543,22381
2059,total,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,total,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,total,animal products,pigs,92,431,92,69,0,564,0,2,47,30,2315,134,0,71,69,458,3,0,138,2164,697,34,121,72,5,0
2059,total,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,total,animal products,poultry,60,779,219,191,0,1517,345,0,88,169,1236,121,132,132,236,556,781,0,123,1631,956,177,271,238,276,0
2059,total,animal products,total,151,1210,311,260,0,2081,345,2,134,200,3551,255,132,203,304,1015,784,0,261,3795,1652,210,392,309,281,0
2059,total,residues,non-dairy cattle,3271,18711,5185,7065,233518,94879,14231,13813,44073,5145,82570,10120,2062,0,5346,7853,13266,98646,0,32279,21017,6341,3973,2946,32756,5853
2059,total,residues,dairy cattle,1049,9827,1880,6259,30103,21379,16993,8256,87815,915,64914,14557,22784,0,12380,10909,13928,114248,0,8433,4934,1105,4003,1538,56747,4691
2059,total,residues,pigs,2135,15216,4540,2118,5755,6158,7,7589,3231,505,17658,4413,0,5002,376,3816,31,3060,1884,209254,35605,2800,1022,705,179,3311
2059,total,residues,sheep & goats,10,54,62,84,667,778,3709,462,2923,300,3884,974,1849,0,2244,1099,8030,423,0,1389,28,11,0,0,723,0
2059,total,residues,poultry,777,20044,2068,3095,9639,8058,5643,8105,4641,1274,5525,2826,1107,2570,507,5713,7272,11546,421,82634,15375,30245,982,1025,6199,3254
2059,total,residues,total,7241,63851,13734,18622,279683,131253,40584,38225,142683,8140,174551,32889,27802,7572,20852,29390,42528,227924,2304,333990,76959,40503,9980,6214,96604,17109
2059,total,scavenging,non-dairy cattle,0,0,6485,3278,39159,34347,2024,8172,16705,2500,0,0,1760,0,1015,0,3004,280282,132,12405,21681,5574,0,0,99776,3441
2059,total,scavenging,dairy cattle,0,0,854,1061,4529,3372,1942,3094,17640,276,0,0,2374,0,185,0,1685,126000,53,2811,2530,437,0,0,62541,1783
2059,total,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,total,scavenging,sheep & goats,0,0,424,186,1274,1642,1583,3507,7144,984,0,0,795,0,25,0,3813,5224,10,6571,576,231,0,3081,8536,741
2059,total,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,total,scavenging,total,0,0,7763,4525,44962,39361,5549,14774,41489,3760,0,0,4928,0,1224,0,8501,411506,195,21787,24787,6242,0,3081,170854,5965
2059,total,grass & fodder,non-dairy cattle,29900,177700,84646,41874,347939,419221,12886,86403,210907,30531,145643,19189,28996,7841,25520,22477,28655,187690,6330,152386,78787,20530,1395,105321,65296,45306
2059,total,grass & fodder,dairy cattle,4287,41085,7953,9265,40578,32739,8205,27293,189289,2804,53345,12859,6905,8262,7941,20902,5291,36265,1523,33400,9381,1621,1316,45561,18079,21738
2059,total,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,total,grass & fodder,sheep & goats,582,3544,5551,2285,15750,20970,7930,21554,43880,6653,30029,8092,3999,1463,5717,13786,18790,4750,302,93787,3637,1456,3,46569,7744,6666
2059,total,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,total,grass & fodder,total,34770,222328,98150,53424,404268,472931,29021,135250,444076,39988,229017,40141,39901,17566,39179,57166,52736,228705,8155,279573,91804,23607,2714,197450,91120,73710
2059,total,total,non-dairy cattle,50344,294641,112648,56539,742200,583733,37840,142263,278126,44900,265658,35002,34733,14302,39172,40999,57140,642472,10212,234016,152844,39881,6975,123732,230054,62858
2059,total,total,dairy cattle,10846,102501,16118,19946,84785,63785,37879,58213,304501,5239,147697,35604,46204,18433,34580,46632,32799,322663,2339,53894,23087,3990,7034,55173,160093,34287
2059,total,total,pigs,9197,43703,12173,4901,15652,17762,13,17019,6939,1669,77922,15924,0,8279,1538,16720,165,5262,5822,367802,66908,4459,4213,2601,382,7133
2059,total,total,sheep & goats,642,3884,6274,2619,18035,23836,15630,26655,54272,8410,35674,9613,7850,1738,11379,16378,37648,10439,333,104073,4458,1786,4,55774,17057,7407
2059,total,total,poultry,5975,77896,21918,12274,49926,44531,24359,29900,13363,9111,41227,14947,13221,9988,5131,24595,45815,51264,4298,227732,62856,45536,9024,7949,20815,7480
2059,total,total,total,77004,522625,169132,96280,910598,733648,115721,274049,657200,69329,568178,111090,102008,52740,91801,145324,173567,1032100,23004,987516,310153,95652,27251,245229,428401,119165
2060,intensive grazing system,food crops,non-dairy cattle,17405,98935,16518,4380,122829,35875,8788,34029,6526,6726,38005,5752,1917,6527,7325,10714,12463,76235,3791,36856,31717,7433,1596,15640,32386,8067
2060,intensive grazing system,food crops,dairy cattle,5547,51842,5450,3385,9567,6336,10795,19723,9912,1237,29498,8192,14195,10218,14108,14901,12016,46180,764,9192,6331,829,1709,8165,22816,6042
2060,intensive grazing system,food crops,pigs,6997,28076,7594,2731,9895,11124,5,9674,3774,1144,57904,11345,0,3214,1099,12473,132,2227,3775,155791,30902,1631,3053,1829,200,3909
2060,intensive grazing system,food crops,sheep & goats,51,294,242,66,354,455,2430,1140,329,485,1805,557,1216,284,3400,1524,7121,41,21,2330,221,88,1,6200,54,0
2060,intensive grazing system,food crops,poultry,5175,57256,19755,9045,40293,35153,18491,22263,8857,7719,34463,11975,12034,7298,4417,18374,38211,40101,3733,143194,46972,15132,7733,6741,14449,4271
2060,intensive grazing system,food crops,total,35175,236403,49560,19607,182938,88943,40509,86829,29399,17310,161675,37823,29363,27541,30350,57985,69942,164783,12084,347363,116142,25113,14093,38575,69905,22290
2060,intensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,intensive grazing system,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,intensive grazing system,animal products,pigs,92,431,93,69,0,568,0,2,48,31,2313,133,0,71,69,459,3,0,137,2155,704,34,120,72,5,0
2060,intensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,intensive grazing system,animal products,poultry,60,781,221,192,0,1526,347,0,90,171,1236,121,133,133,237,558,790,0,122,1627,965,176,269,240,278,0
2060,intensive grazing system,animal products,total,152,1213,313,261,0,2094,347,2,138,201,3549,254,133,203,306,1017,794,0,259,3782,1668,210,390,312,283,0
2060,intensive grazing system,residues,non-dairy cattle,3315,18845,5244,7160,235910,96463,14378,13876,44659,5071,83806,10226,2064,0,5370,7887,13537,99141,0,32200,21258,6339,3946,2979,32919,5561
2060,intensive grazing system,residues,dairy cattle,1056,9875,1887,6302,30080,21516,17082,8320,89211,903,65047,14564,22870,0,12411,10969,14069,114323,0,8381,5004,1107,3989,1555,56969,4593
2060,intensive grazing system,residues,pigs,2143,15227,4557,2130,5754,6177,7,7745,3315,508,17644,4411,0,5007,378,3822,31,3078,1880,209352,35831,2817,1018,706,181,3367
2060,intensive grazing system,residues,sheep & goats,10,56,63,86,687,796,3742,466,2964,307,3980,991,1863,0,2248,1122,8151,422,0,1392,29,11,0,0,724,0
2060,intensive grazing system,residues,poultry,782,20108,2081,3113,9643,8070,5670,8241,4738,1281,5524,2830,1112,2573,509,5723,7334,11620,419,82744,15511,30421,977,1034,6218,3279
2060,intensive grazing system,residues,total,7307,64110,13831,18791,282075,133021,40880,38649,144887,8071,176001,33022,27909,7581,20915,29522,43123,228585,2299,334069,77632,40695,9931,6274,97012,16799
2060,intensive grazing system,scavenging,non-dairy cattle,0,0,4457,2364,31195,27105,2014,7158,12796,1763,0,0,346,0,0,0,2261,182535,0,8535,14941,3884,0,0,67970,2036
2060,intensive grazing system,scavenging,dairy cattle,0,0,726,958,3448,2755,1779,2773,16136,212,0,0,2366,0,0,0,1665,121081,0,1738,2488,425,0,0,60189,1052
2060,intensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,intensive grazing system,scavenging,sheep & goats,0,0,305,152,1041,1251,1543,3261,6687,792,0,0,770,0,0,0,3818,4684,0,3722,507,201,0,0,7859,0
2060,intensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,intensive grazing system,scavenging,total,0,0,5488,3474,35683,31111,5337,13192,35620,2766,0,0,3482,0,0,0,7744,308300,0,13995,17936,4511,0,0,136019,3088
2060,intensive grazing system,grass & fodder,non-dairy cattle,25026,142253,45384,24066,192185,275983,12411,66505,134230,16378,147122,19298,2133,7883,6257,22466,13928,89478,3847,78740,68922,17918,1386,39063,33319,18920
2060,intensive grazing system,grass & fodder,dairy cattle,3719,34760,5458,7206,19993,20719,4964,20861,157355,1592,53250,12817,6600,8261,4439,20916,4645,31287,517,13072,9357,1599,1309,11131,15553,7912
2060,intensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,intensive grazing system,grass & fodder,sheep & goats,321,1840,3210,1600,10966,13178,7514,19113,39201,4847,30473,8156,3749,1496,5501,13933,18591,4211,111,39211,2972,1181,3,18970,7066,0
2060,intensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,intensive grazing system,grass & fodder,total,29066,178854,54052,32872,223144,309880,24889,106480,330786,22816,230845,40271,12482,17641,16196,57314,37164,124976,4475,131023,81251,20697,2698,69164,55938,26831
2060,intensive grazing system,total,non-dairy cattle,45747,260032,71604,37970,582120,435425,37592,121569,198212,29938,268932,35275,6461,14409,18952,41067,42188,447389,7638,156331,136838,35574,6929,57682,166594,34584
2060,intensive grazing system,total,dairy cattle,10322,96477,13521,17851,63088,51325,34620,51678,272614,3944,147796,35574,46031,18480,30957,46785,32395,312871,1280,32382,23179,3960,7007,20851,155527,19599
2060,intensive grazing system,total,pigs,9232,43734,12245,4930,15648,17869,13,17422,7136,1683,77861,15890,0,8292,1546,16754,167,5305,5792,367298,67437,4482,4192,2607,386,7276
2060,intensive grazing system,total,sheep & goats,382,2190,3820,1904,13047,15680,15230,23980,49182,6431,36259,9705,7599,1780,11149,16578,37681,9359,133,46655,3729,1481,4,25170,15703,0
2060,intensive grazing system,total,poultry,6017,78146,22057,12350,49936,44749,24508,30504,13685,9170,41223,14926,13279,10004,5163,24655,46336,51721,4275,227566,63448,45729,8979,8014,20946,7550
2060,intensive grazing system,total,total,71700,480579,123245,75006,723840,565049,111963,245152,540830,51165,572070,111370,73369,52965,67767,145838,158767,826645,19118,830232,294630,91226,27111,114325,359156,69009
2060,extensive grazing system,food crops,non-dairy cattle,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
2060,extensive grazing system,food crops,dairy cattle,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
2060,extensive grazing system,food crops,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,food crops,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,food crops,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,food crops,total,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485
2060,extensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,animal products,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,animal products,total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,residues,non-dairy cattle,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
2060,extensive grazing system,residues,dairy cattle,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
2060,extensive grazing system,residues,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,residues,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,residues,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,residues,total,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
2060,extensive grazing system,scavenging,non-dairy cattle,0,0,2076,950,8291,7732,30,1038,4065,804,0,0,1421,0,1012,0,794,99692,133,3856,6932,1680,0,0,32017,1382
2060,extensive grazing system,scavenging,dairy cattle,0,0,131,110,1081,636,171,338,1764,66,0,0,17,0,184,0,37,5000,53,1064,77,12,0,0,2599,734
2060,extensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,scavenging,sheep & goats,0,0,125,38,266,421,53,270,547,214,0,0,31,0,25,0,52,530,10,2864,77,30,0,3098,689,742
2060,extensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,scavenging,total,0,0,2332,1098,9638,8790,255,1646,6376,1084,0,0,1469,0,1221,0,883,105223,197,7785,7086,1723,0,3098,35305,2858
2060,extensive grazing system,grass & fodder,non-dairy cattle,5135,35924,39442,18056,157523,146915,579,19718,77235,14868,0,0,26996,0,19230,0,15092,99692,2533,73270,10398,2521,0,66683,32017,25558
2060,extensive grazing system,grass & fodder,dairy cattle,580,6368,2495,2084,20545,12093,3253,6429,33518,1220,0,0,323,0,3502,0,694,5000,1009,20221,116,19,0,34524,2599,13570
2060,extensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,grass & fodder,sheep & goats,268,1762,2373,713,5050,8000,479,2431,4922,1929,0,0,279,0,223,0,467,530,194,54418,690,270,0,27882,689,6681
2060,extensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,grass & fodder,total,5983,44054,44310,20853,183117,167008,4311,28578,115675,18018,0,0,27598,0,22955,0,16252,105223,3736,147910,11204,2809,0,129089,35305,45809
2060,extensive grazing system,total,non-dairy cattle,5135,35924,41518,19006,165813,154647,610,20756,81300,16074,0,0,28416,0,20242,0,15886,199385,2666,77127,17330,4201,0,66683,64035,27630
2060,extensive grazing system,total,dairy cattle,580,6368,2626,2193,21626,12729,3424,6768,35282,1319,0,0,340,0,3686,0,730,10001,1062,21286,193,31,0,34524,5198,14670
2060,extensive grazing system,total,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,total,sheep & goats,268,1762,2498,751,5316,8422,532,2701,5469,2143,0,0,310,0,248,0,519,1060,205,57282,767,300,0,30981,1377,7423
2060,extensive grazing system,total,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,extensive grazing system,total,total,5983,44054,46642,21950,192755,175798,4566,30224,122051,19536,0,0,29067,0,24176,0,17135,210446,3932,155695,18290,4532,0,132187,70611,49723
2060,total,food crops,non-dairy cattle,17405,98935,16518,4380,122829,35875,8788,34029,6526,6910,38005,5752,1917,6527,7325,10714,12463,76235,3791,36856,31717,7433,1596,15640,32386,8384
2060,total,food crops,dairy cattle,5547,51842,5450,3385,9567,6336,10795,19723,9912,1252,29498,8192,14195,10218,14108,14901,12016,46180,764,9192,6331,829,1709,8165,22816,6211
2060,total,food crops,pigs,6997,28076,7594,2731,9895,11124,5,9674,3774,1144,57904,11345,0,3214,1099,12473,132,2227,3775,155791,30902,1631,3053,1829,200,3909
2060,total,food crops,sheep & goats,51,294,242,66,354,455,2430,1140,329,485,1805,557,1216,284,3400,1524,7121,41,21,2330,221,88,1,6200,54,0
2060,total,food crops,poultry,5175,57256,19755,9045,40293,35153,18491,22263,8857,7719,34463,11975,12034,7298,4417,18374,38211,40101,3733,143194,46972,15132,7733,6741,14449,4271
2060,total,food crops,total,35175,236403,49560,19607,182938,88943,40509,86829,29399,17510,161675,37823,29363,27541,30350,57985,69942,164783,12084,347363,116142,25113,14093,38575,69905,22775
2060,total,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,total,animal products,dairy cattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,total,animal products,pigs,92,431,93,69,0,568,0,2,48,31,2313,133,0,71,69,459,3,0,137,2155,704,34,120,72,5,0
2060,total,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,total,animal products,poultry,60,781,221,192,0,1526,347,0,90,171,1236,121,133,133,237,558,790,0,122,1627,965,176,269,240,278,0
2060,total,animal products,total,152,1213,313,261,0,2094,347,2,138,201,3549,254,133,203,306,1017,794,0,259,3782,1668,210,390,312,283,0
2060,total,residues,non-dairy cattle,3315,18845,5244,7160,235910,96463,14378,13876,44659,5288,83806,10226,2064,0,5370,7887,13537,99141,0,32200,21258,6339,3946,2979,32919,5934
2060,total,residues,dairy cattle,1056,9875,1887,6302,30080,21516,17082,8320,89211,921,65047,14564,22870,0,12411,10969,14069,114323,0,8381,5004,1107,3989,1555,56969,4791
2060,total,residues,pigs,2143,15227,4557,2130,5754,6177,7,7745,3315,508,17644,4411,0,5007,378,3822,31,3078,1880,209352,35831,2817,1018,706,181,3367
